img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,tag,sentiment,subjectivity,emotion,addressee,pos,svo,argument
bp_2_217_1,hidden within this labyrinth are protocols and controls known only to me.,[],"[[4.0, 4.0, 168.0, 95.0], [28.0, 304.0, 196.0, 401.0], [446.0, 6.0, 680.0, 132.0], [576.0, 258.0, 773.0, 399.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [353.0, 69.0, 484.0, 238.0], [704.0, 71.0, 811.0, 220.0]]",INFORM,-0.08333333333333333,0.6666666666666666,"{""neutral"": 0.7798, ""fear"": 0.0636, ""surprise"": 0.0478, ""disgust"": 0.0429, ""sadness"": 0.0411, ""anger"": 0.0193, ""joy"": 0.0055}",,"[{""text"": ""hidden"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""hidden""}, {""text"": ""within"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""hidden""}, {""text"": ""this"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""labyrinth""}, {""text"": ""labyrinth"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""within""}, {""text"": ""are"", ""pos"": ""AUX"", ""dep"": ""auxpass"", ""head"": ""hidden""}, {""text"": ""protocols"", ""pos"": ""NOUN"", ""dep"": ""nsubjpass"", ""head"": ""hidden""}, {""text"": ""and"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""protocols""}, {""text"": ""controls"", ""pos"": ""NOUN"", ""dep"": ""conj"", ""head"": ""protocols""}, {""text"": ""known"", ""pos"": ""VERB"", ""dep"": ""acl"", ""head"": ""protocols""}, {""text"": ""only"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""to""}, {""text"": ""to"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""known""}, {""text"": ""me"", ""pos"": ""PRON"", ""dep"": ""pobj"", ""head"": ""to""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""hidden""}]",protocols + hidden(passive) + ,The speaker feels negative because of the situation.
bp_2_217_1,"you've known all along, haven't you? you knew the trip to the u.s. was a lure -- you knew there'd be a coup --",[],"[[4.0, 4.0, 168.0, 95.0], [28.0, 304.0, 196.0, 401.0], [446.0, 6.0, 680.0, 132.0], [576.0, 258.0, 773.0, 399.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [353.0, 69.0, 484.0, 238.0], [704.0, 71.0, 811.0, 220.0]]",,0.0,0.0,"{""neutral"": 0.4637, ""fear"": 0.2817, ""surprise"": 0.0968, ""anger"": 0.0908, ""joy"": 0.0277, ""sadness"": 0.0223, ""disgust"": 0.017}",,"[{""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""known""}, {""text"": ""'ve"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""known""}, {""text"": ""known"", ""pos"": ""VERB"", ""dep"": ""ccomp"", ""head"": ""have""}, {""text"": ""all"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""along""}, {""text"": ""along"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""known""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""known""}, {""text"": ""have"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""have""}, {""text"": ""n't"", ""pos"": ""PART"", ""dep"": ""neg"", ""head"": ""have""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""have""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""have""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""knew""}, {""text"": ""knew"", ""pos"": ""VERB"", ""dep"": ""ccomp"", ""head"": ""knew""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""trip""}, {""text"": ""trip"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""was""}, {""text"": ""to"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""trip""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""u.s""}, {""text"": ""u.s"", ""pos"": ""PROPN"", ""dep"": ""pobj"", ""head"": ""to""}, {""text"": ""."", ""pos"": ""PROPN"", ""dep"": ""pobj"", ""head"": ""to""}, {""text"": ""was"", ""pos"": ""AUX"", ""dep"": ""ccomp"", ""head"": ""knew""}, {""text"": ""a"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""lure""}, {""text"": ""lure"", ""pos"": ""NOUN"", ""dep"": ""attr"", ""head"": ""was""}, {""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""knew""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""knew""}, {""text"": ""knew"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""knew""}, {""text"": ""there"", ""pos"": ""PRON"", ""dep"": ""expl"", ""head"": ""be""}, {""text"": ""'d"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""be""}, {""text"": ""be"", ""pos"": ""AUX"", ""dep"": ""ccomp"", ""head"": ""knew""}, {""text"": ""a"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""coup""}, {""text"": ""coup"", ""pos"": ""NOUN"", ""dep"": ""attr"", ""head"": ""be""}, {""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""knew""}]","you + have(active) + you 've known all along ,",The speaker might be upset or afraid because of what happened.
bp_2_217_1,"i suspected. had i not feigned ignorance, many more innocents would have been harmed --",[],"[[4.0, 4.0, 168.0, 95.0], [28.0, 304.0, 196.0, 401.0], [446.0, 6.0, 680.0, 132.0], [576.0, 258.0, 773.0, 399.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [353.0, 69.0, 484.0, 238.0], [704.0, 71.0, 811.0, 220.0]]",,0.5,0.5,"{""sadness"": 0.5129, ""anger"": 0.4014, ""fear"": 0.0566, ""neutral"": 0.0108, ""joy"": 0.0086, ""disgust"": 0.0058, ""surprise"": 0.0039}",,"[{""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""suspected""}, {""text"": ""suspected"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""suspected""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""suspected""}, {""text"": ""had"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""feigned""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""feigned""}, {""text"": ""not"", ""pos"": ""PART"", ""dep"": ""neg"", ""head"": ""feigned""}, {""text"": ""feigned"", ""pos"": ""VERB"", ""dep"": ""advcl"", ""head"": ""harmed""}, {""text"": ""ignorance"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""feigned""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""harmed""}, {""text"": ""many"", ""pos"": ""ADJ"", ""dep"": ""amod"", ""head"": ""more""}, {""text"": ""more"", ""pos"": ""ADJ"", ""dep"": ""amod"", ""head"": ""innocents""}, {""text"": ""innocents"", ""pos"": ""NOUN"", ""dep"": ""nsubjpass"", ""head"": ""harmed""}, {""text"": ""would"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""harmed""}, {""text"": ""have"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""harmed""}, {""text"": ""been"", ""pos"": ""AUX"", ""dep"": ""auxpass"", ""head"": ""harmed""}, {""text"": ""harmed"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""harmed""}, {""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""harmed""}]",i + suspected(active) + ,The speaker seems positive or satisfied with the situation.
bp_2_219_0,"-- this trap, or the fact achebe must have been planning to put you in it for months.",[],"[[695.0, 3.0, 902.0, 77.0], [791.0, 83.0, 903.0, 174.0]]",[],"[[459.0, 27.0, 601.0, 142.0], [459.0, 25.0, 601.0, 141.0]]",INFORM,0.0,0.0,"{""neutral"": 0.8295, ""anger"": 0.0456, ""sadness"": 0.0395, ""disgust"": 0.0356, ""fear"": 0.0271, ""surprise"": 0.0166, ""joy"": 0.0061}",,"[{""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""planning""}, {""text"": ""this"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""trap""}, {""text"": ""trap"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""planning""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""trap""}, {""text"": ""or"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""trap""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""fact""}, {""text"": ""fact"", ""pos"": ""NOUN"", ""dep"": ""conj"", ""head"": ""trap""}, {""text"": ""achebe"", ""pos"": ""PROPN"", ""dep"": ""nsubj"", ""head"": ""planning""}, {""text"": ""must"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""planning""}, {""text"": ""have"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""planning""}, {""text"": ""been"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""planning""}, {""text"": ""planning"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""planning""}, {""text"": ""to"", ""pos"": ""PART"", ""dep"": ""aux"", ""head"": ""put""}, {""text"": ""put"", ""pos"": ""VERB"", ""dep"": ""xcomp"", ""head"": ""planning""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""put""}, {""text"": ""in"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""put""}, {""text"": ""it"", ""pos"": ""PRON"", ""dep"": ""pobj"", ""head"": ""in""}, {""text"": ""for"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""put""}, {""text"": ""months"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""for""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""planning""}]",achebe + planning(active) + to put you in it for months,The speaker might be upset or afraid because of what happened.
bp_2_219_0,i mean you don't exactly buy one of these things from k-mart...,[],"[[695.0, 3.0, 902.0, 77.0], [791.0, 83.0, 903.0, 174.0]]",[],"[[459.0, 27.0, 601.0, 142.0], [459.0, 25.0, 601.0, 141.0]]",INFORM,-0.03125,0.46875,"{""surprise"": 0.8221, ""neutral"": 0.1297, ""sadness"": 0.0163, ""anger"": 0.0147, ""disgust"": 0.01, ""fear"": 0.0045, ""joy"": 0.0026}",,"[{""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""mean""}, {""text"": ""mean"", ""pos"": ""VERB"", ""dep"": ""parataxis"", ""head"": ""buy""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""buy""}, {""text"": ""do"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""buy""}, {""text"": ""n't"", ""pos"": ""PART"", ""dep"": ""neg"", ""head"": ""buy""}, {""text"": ""exactly"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""buy""}, {""text"": ""buy"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""buy""}, {""text"": ""one"", ""pos"": ""NUM"", ""dep"": ""dobj"", ""head"": ""buy""}, {""text"": ""of"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""one""}, {""text"": ""these"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""things""}, {""text"": ""things"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""of""}, {""text"": ""from"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""buy""}, {""text"": ""k"", ""pos"": ""NOUN"", ""dep"": ""compound"", ""head"": ""mart""}, {""text"": ""-"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""mart""}, {""text"": ""mart"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""from""}, {""text"": ""..."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""buy""}]",you + buy(active) + one of these things,The speaker feels negative because of the situation.
bp_2_219_1,"ah, yes. i know that...",[],"[[600.0, 198.0, 656.0, 251.0], [655.0, 175.0, 813.0, 287.0]]",[],"[[224.0, 29.0, 375.0, 171.0], [225.0, 28.0, 373.0, 168.0]]",,0.0,0.0,"{""neutral"": 0.5237, ""surprise"": 0.1367, ""sadness"": 0.1184, ""joy"": 0.0748, ""disgust"": 0.0594, ""fear"": 0.0471, ""anger"": 0.04}",ah,"[{""text"": ""ah"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head"": ""yes""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""ah""}, {""text"": ""yes"", ""pos"": ""INTJ"", ""dep"": ""ROOT"", ""head"": ""yes""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""yes""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""know""}, {""text"": ""know"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""know""}, {""text"": ""that"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""know""}, {""text"": ""..."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""know""}]",i + know(active) + that,The speaker might be upset or afraid because of what happened.
bp_2_219_1,"y'know, your highness, i don't know what's scarier --",[],"[[600.0, 198.0, 656.0, 251.0], [655.0, 175.0, 813.0, 287.0]]",[],"[[224.0, 29.0, 375.0, 171.0], [225.0, 28.0, 373.0, 168.0]]",INFORM,0.0,0.0,"{""fear"": 0.7591, ""sadness"": 0.1456, ""neutral"": 0.0407, ""disgust"": 0.0307, ""anger"": 0.0125, ""joy"": 0.0084, ""surprise"": 0.003}",,"[{""text"": ""y'know"", ""pos"": ""PROPN"", ""dep"": ""advcl"", ""head"": ""know""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""y'know""}, {""text"": ""your"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""highness""}, {""text"": ""highness"", ""pos"": ""NOUN"", ""dep"": ""appos"", ""head"": ""y'know""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""know""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""know""}, {""text"": ""do"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""know""}, {""text"": ""n't"", ""pos"": ""PART"", ""dep"": ""neg"", ""head"": ""know""}, {""text"": ""know"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""know""}, {""text"": ""what"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""'s""}, {""text"": ""'s"", ""pos"": ""AUX"", ""dep"": ""ccomp"", ""head"": ""know""}, {""text"": ""scarier"", ""pos"": ""ADJ"", ""dep"": ""acomp"", ""head"": ""'s""}, {""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""know""}]",i + know(active) + what 's scarier,The speaker might be upset or afraid because of what happened.
bp_2_219_4,"and, you're naked.",[],"[[27.0, 8.0, 127.0, 74.0], [6.0, 73.0, 110.0, 108.0], [38.0, 112.0, 136.0, 180.0], [13.0, 173.0, 112.0, 213.0]]",[],"[[140.0, 58.0, 295.0, 244.0], [-1.0, -1.0, -1.0, -1.0], [139.0, 57.0, 295.0, 245.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.4,"{""disgust"": 0.4218, ""neutral"": 0.2862, ""surprise"": 0.1942, ""sadness"": 0.0391, ""anger"": 0.0256, ""fear"": 0.0179, ""joy"": 0.0151}",and,"[{""text"": ""and"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""'re""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""'re""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""'re""}, {""text"": ""'re"", ""pos"": ""AUX"", ""dep"": ""ROOT"", ""head"": ""'re""}, {""text"": ""naked"", ""pos"": ""ADJ"", ""dep"": ""acomp"", ""head"": ""'re""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""'re""}]",,The speaker might be upset or afraid because of what happened.
bp_2_219_4,correct.,[],"[[27.0, 8.0, 127.0, 74.0], [6.0, 73.0, 110.0, 108.0], [38.0, 112.0, 136.0, 180.0], [13.0, 173.0, 112.0, 213.0]]",[],"[[140.0, 58.0, 295.0, 244.0], [-1.0, -1.0, -1.0, -1.0], [139.0, 57.0, 295.0, 245.0], [-1.0, -1.0, -1.0, -1.0]]",FEEDBACK,0.0,0.0,"{""neutral"": 0.8799, ""disgust"": 0.0444, ""anger"": 0.0325, ""sadness"": 0.0193, ""surprise"": 0.0143, ""fear"": 0.0059, ""joy"": 0.0037}",,"[{""text"": ""correct"", ""pos"": ""ADJ"", ""dep"": ""ROOT"", ""head"": ""correct""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""correct""}]",,The speaker might be upset or afraid because of what happened.
bp_2_219_4,"and if i don't, i'll probably die.",[],"[[27.0, 8.0, 127.0, 74.0], [6.0, 73.0, 110.0, 108.0], [38.0, 112.0, 136.0, 180.0], [13.0, 173.0, 112.0, 213.0]]",[],"[[140.0, 58.0, 295.0, 244.0], [-1.0, -1.0, -1.0, -1.0], [139.0, 57.0, 295.0, 245.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0,"{""sadness"": 0.4928, ""fear"": 0.1625, ""neutral"": 0.1426, ""anger"": 0.1366, ""disgust"": 0.0431, ""joy"": 0.0114, ""surprise"": 0.0109}",,"[{""text"": ""and"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""die""}, {""text"": ""if"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head"": ""do""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""do""}, {""text"": ""do"", ""pos"": ""VERB"", ""dep"": ""advcl"", ""head"": ""die""}, {""text"": ""n't"", ""pos"": ""PART"", ""dep"": ""neg"", ""head"": ""do""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""die""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""die""}, {""text"": ""'ll"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""die""}, {""text"": ""probably"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""die""}, {""text"": ""die"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""die""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""die""}]",i + die(active) + ,The speaker might be upset or afraid because of what happened.
bp_2_219_4,correct.,[],"[[27.0, 8.0, 127.0, 74.0], [6.0, 73.0, 110.0, 108.0], [38.0, 112.0, 136.0, 180.0], [13.0, 173.0, 112.0, 213.0]]",[],"[[140.0, 58.0, 295.0, 244.0], [-1.0, -1.0, -1.0, -1.0], [139.0, 57.0, 295.0, 245.0], [-1.0, -1.0, -1.0, -1.0]]",FEEDBACK,0.0,0.0,"{""neutral"": 0.8799, ""disgust"": 0.0444, ""anger"": 0.0325, ""sadness"": 0.0193, ""surprise"": 0.0143, ""fear"": 0.0059, ""joy"": 0.0037}",,"[{""text"": ""correct"", ""pos"": ""ADJ"", ""dep"": ""ROOT"", ""head"": ""correct""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""correct""}]",,The speaker might be upset or afraid because of what happened.
bp_2_220_5,...maybe he thinks i'm his friend...,[],"[[101.0, 64.0, 218.0, 118.0]]",[],"[[163.0, 189.0, 301.0, 389.0]]",FEEDBACK,0.0,0.0,"{""neutral"": 0.7483, ""surprise"": 0.1455, ""sadness"": 0.0291, ""disgust"": 0.0266, ""anger"": 0.0223, ""joy"": 0.0209, ""fear"": 0.0072}",,"[{""text"": ""..."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""thinks""}, {""text"": ""maybe"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""thinks""}, {""text"": ""he"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""thinks""}, {""text"": ""thinks"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""thinks""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""'m""}, {""text"": ""'m"", ""pos"": ""AUX"", ""dep"": ""ccomp"", ""head"": ""thinks""}, {""text"": ""his"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""friend""}, {""text"": ""friend"", ""pos"": ""NOUN"", ""dep"": ""attr"", ""head"": ""'m""}, {""text"": ""..."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""thinks""}]",he + thinks(active) + i 'm his friend,The speaker might be upset or afraid because of what happened.
bp_2_221_1,... go home.,[],"[[20.0, 30.0, 90.0, 73.0], [110.0, 19.0, 227.0, 96.0]]",[],"[[54.0, 140.0, 108.0, 217.0], [156.0, 120.0, 301.0, 272.0]]",ORDER,0.0,0.0,"{""neutral"": 0.4704, ""sadness"": 0.3721, ""surprise"": 0.0578, ""joy"": 0.0564, ""anger"": 0.0239, ""disgust"": 0.0114, ""fear"": 0.0081}",,"[{""text"": ""..."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""go""}, {""text"": ""go"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""go""}, {""text"": ""home"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""go""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""go""}]",,The speaker might be upset or afraid because of what happened.
bp_2_221_1,i am home.i was home.,[],"[[20.0, 30.0, 90.0, 73.0], [110.0, 19.0, 227.0, 96.0]]",[],"[[54.0, 140.0, 108.0, 217.0], [156.0, 120.0, 301.0, 272.0]]",,0.0,0.0,"{""joy"": 0.431, ""sadness"": 0.3405, ""surprise"": 0.1771, ""neutral"": 0.0459, ""anger"": 0.0029, ""fear"": 0.0017, ""disgust"": 0.0009}",,"[{""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""am""}, {""text"": ""am"", ""pos"": ""AUX"", ""dep"": ""ROOT"", ""head"": ""am""}, {""text"": ""home.i"", ""pos"": ""PROPN"", ""dep"": ""advmod"", ""head"": ""am""}, {""text"": ""was"", ""pos"": ""AUX"", ""dep"": ""acomp"", ""head"": ""am""}, {""text"": ""home"", ""pos"": ""NOUN"", ""dep"": ""attr"", ""head"": ""was""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""am""}]",,The speaker might be upset or afraid because of what happened.
bp_2_221_3,i should have told you about school-- about t'challa and me.,[],"[[16.0, 15.0, 155.0, 82.0], [131.0, 75.0, 214.0, 129.0]]",[],"[[248.0, 66.0, 284.0, 104.0], [248.0, 67.0, 281.0, 104.0]]",INFORM,0.0,0.0,"{""sadness"": 0.3001, ""joy"": 0.2792, ""neutral"": 0.2363, ""surprise"": 0.1398, ""anger"": 0.0245, ""fear"": 0.0142, ""disgust"": 0.0059}",,"[{""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""told""}, {""text"": ""should"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""told""}, {""text"": ""have"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""told""}, {""text"": ""told"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""told""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""told""}, {""text"": ""about"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""told""}, {""text"": ""school--"", ""pos"": ""PROPN"", ""dep"": ""pobj"", ""head"": ""about""}, {""text"": ""about"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""told""}, {""text"": ""t'challa"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""about""}, {""text"": ""and"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""t'challa""}, {""text"": ""me"", ""pos"": ""PRON"", ""dep"": ""conj"", ""head"": ""t'challa""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""told""}]",i + told(active) + you,The speaker might be upset or afraid because of what happened.
bp_2_221_3,ross-- it was a long time ago.,[],"[[16.0, 15.0, 155.0, 82.0], [131.0, 75.0, 214.0, 129.0]]",[],"[[248.0, 66.0, 284.0, 104.0], [248.0, 67.0, 281.0, 104.0]]",INFORM,-0.05,0.4,"{""neutral"": 0.7123, ""surprise"": 0.2287, ""sadness"": 0.0257, ""disgust"": 0.0108, ""anger"": 0.01, ""joy"": 0.0084, ""fear"": 0.0041}",,"[{""text"": ""ross--"", ""pos"": ""PROPN"", ""dep"": ""npadvmod"", ""head"": ""was""}, {""text"": ""it"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""was""}, {""text"": ""was"", ""pos"": ""AUX"", ""dep"": ""ROOT"", ""head"": ""was""}, {""text"": ""a"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""time""}, {""text"": ""long"", ""pos"": ""ADJ"", ""dep"": ""amod"", ""head"": ""time""}, {""text"": ""time"", ""pos"": ""NOUN"", ""dep"": ""npadvmod"", ""head"": ""ago""}, {""text"": ""ago"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""was""}, {""text"": ""."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""was""}]",,The speaker feels negative because of the situation.
bp_2_222_5,... i'll kill you... you ...,[],"[[130.0, 8.0, 250.0, 80.0]]",[],"[[27.0, 44.0, 152.0, 178.0]]",INFORM,0.0,0.0,"{""anger"": 0.6933, ""fear"": 0.186, ""neutral"": 0.0472, ""disgust"": 0.0332, ""sadness"": 0.0272, ""surprise"": 0.0089, ""joy"": 0.0042}",,"[{""text"": ""..."", ""pos"": ""PUNCT"", ""dep"": ""ROOT"", ""head"": ""...""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""kill""}, {""text"": ""'ll"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""kill""}, {""text"": ""kill"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""kill""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""kill""}, {""text"": ""..."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""kill""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""kill""}, {""text"": ""..."", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""kill""}]",i + kill(active) + you,The speaker might be upset or afraid because of what happened.
