dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""pardon my intrusion""]",[],1183_12_8,"[[79.0, 25.0, 319.0, 125.0]]",[],"[[125.0, 189.0, 174.0, 240.0]]","The character is neutral because the dialogue and narration mention ""pardon my intrusion"" and suggest pardon, intrusion."
"[""jeeves you've got to tell me... where is he?"", ""i don't know what you're talking about ma'am""]","['and so the ugly man vanishes again into obscurity! later that night mary blake, the actress calls at the home of the missing frank rollins...']",1186_9_0,"[[2.0, 128.0, 193.0, 249.0], [187.0, 129.0, 472.0, 229.0]]","[[0.0, 6.0, 499.0, 122.0]]","[[158.0, 197.0, 222.0, 281.0], [338.0, 192.0, 388.0, 261.0]]","The character is neutral because the dialogue and narration mention ""jeeves you've got to tell me... where is he?"" and suggest jeeves, got, tell, ugly, man."
"[""pretty balloons! but they are not quite what they seem, my friends!""]",[],1189_25_0,"[[13.0, 313.0, 354.0, 457.0]]",[],"[[97.0, 66.0, 200.0, 195.0]]","The character is angry or betrayed because the dialogue and narration mention ""pretty balloons! but they are not quite what they seem, my friends!"" and suggest pretty, balloons, friends."
"[""first, you place one on a good spot where everybody can see it, turn the little key and...""]",[],1189_30_1,"[[0.0, 2.0, 307.0, 134.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""first, you place one on a good spot where everybody can see it, turn the little key and..."" and suggest place, good, spot, everybody, turn."
"[""this young man is due for a surprise!""]",['as he hurries to the field a sentry blocks his way...'],1192_40_5,"[[6.0, 65.0, 230.0, 166.0]]","[[0.0, 8.0, 306.0, 58.0]]","[[211.0, 169.0, 279.0, 248.0]]","The character is neutral because the dialogue and narration mention ""this young man is due for a surprise!"" and suggest young, man, surprise, hurries, field."
"[""it is ready senor.""]",['ahead...'],1206_44_0,"[[119.0, 9.0, 262.0, 87.0]]","[[1.0, 4.0, 109.0, 37.0]]","[[203.0, 117.0, 223.0, 143.0]]","The character is angry or betrayed because the dialogue and narration mention ""it is ready senor."" and suggest ready, senor, ahead."
"[""island!! i tremble with fright!""]",[],1209_33_4,"[[88.0, 0.0, 274.0, 87.0]]",[],"[[122.0, 369.0, 165.0, 427.0]]","The character is neutral because the dialogue and narration mention ""island!! i tremble with fright!"" and suggest island, tremble, fright."
"[""sorry to argue, chief, but you sent me over the wrong island.. nothing below but a lot of radio silence!""]",['but the next day...'],1219_19_1,"[[146.0, 40.0, 434.0, 132.0]]","[[9.0, 19.0, 94.0, 94.0]]","[[-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""sorry to argue, chief, but you sent me over the wrong island.. nothing below but a lot of radio silence!"" and suggest sorry, argue, chief, sent, wrong."
"[""oh-oh! a horse's whinny... somebody's been watching from up there!"", ""i'll just take a look!""]",[],1238_22_0,"[[67.0, 1.0, 362.0, 84.0], [504.0, 5.0, 682.0, 55.0]]",[],"[[155.0, 181.0, 375.0, 398.0], [619.0, 270.0, 639.0, 290.0]]","The character is neutral because the dialogue and narration mention ""oh-oh! a horse's whinny... somebody's been watching from up there!"" and suggest oh, oh, horse, whinny, somebody."
"[""very well, we shall besin the first lesson with the proper way to rattle chains!"", ""i've got some here, teacher""]",[],123_21_5,"[[15.0, 3.0, 298.0, 105.0], [313.0, 4.0, 484.0, 87.0]]",[],"[[37.0, 118.0, 174.0, 233.0], [313.0, 228.0, 396.0, 317.0]]","The character is neutral because the dialogue and narration mention ""very well, we shall besin the first lesson with the proper way to rattle chains!"" and suggest shall, besin, lesson, proper, way."
"[""shaddop... you numbskull! i'll settle the yank's hash... after we give the rajah the works!""]",[],1240_32_0,"[[12.0, 0.0, 208.0, 117.0]]",[],"[[96.0, 164.0, 232.0, 336.0]]","The character is neutral because the dialogue and narration mention ""shaddop... you numbskull! i'll settle the yank's hash... after we give the rajah the works!"" and suggest shaddop, numbskull, settle, yank, hash."
"[""you clumsy young fool! what kind of a glass-blower are you if you take no pride in your work?""]",[],1243_4_6,"[[0.0, 0.0, 351.0, 79.0]]",[],"[[128.0, 103.0, 266.0, 267.0]]","The character is angry or betrayed because the dialogue and narration mention ""you clumsy young fool! what kind of a glass-blower are you if you take no pride in your work?"" and suggest clumsy, young, fool, kind, glass."
"[""explode the dynamite charges!"", ""that is excellent!""]",[],1254_65_1,"[[8.0, 138.0, 178.0, 223.0], [145.0, 163.0, 300.0, 267.0]]",[],"[[52.0, 239.0, 166.0, 326.0], [50.0, 239.0, 167.0, 325.0]]","The character is neutral because the dialogue and narration mention ""explode the dynamite charges!"" and suggest explode, dynamite, charges."
"[""die -- vile beast! and take your curse with you to the depths of hades from which you came"", ""erryowww!""]",['the monster dies with a ghastly shriek...'],125_30_4,"[[14.0, 55.0, 343.0, 183.0], [316.0, 36.0, 468.0, 136.0]]","[[0.0, 5.0, 303.0, 68.0]]","[[229.0, 121.0, 351.0, 264.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""die -- vile beast! and take your curse with you to the depths of hades from which you came"" and suggest die, vile, beast, curse, depths."
"[""amy! that's terrible! i -- i couldn't do that to any one!""]",['as she whispers her plan jim taunton feels himself go rigid with horror! he wants to get'],125_5_4,"[[170.0, 100.0, 471.0, 188.0]]","[[25.0, 39.0, 447.0, 113.0]]","[[247.0, 159.0, 354.0, 309.0]]","The character is neutral because the dialogue and narration mention ""amy! that's terrible! i -- i couldn't do that to any one!"" and suggest amy, terrible, whispers, plan, jim."
"[""oof!""]","['they rushed me, but luckily i remembered the judo i had been taught in basic training...']",1261_28_6,"[[124.0, 59.0, 228.0, 123.0]]","[[0.0, 1.0, 590.0, 61.0]]","[[352.0, 169.0, 429.0, 236.0]]","The character is neutral because the dialogue and narration mention ""oof!"" and suggest oof, rushed, luckily, remembered, judo."
"[""that is a break for you! we had the car with the 250 g's! we could have lammed out and never bothered with moroni at all! fate was against us!!"", ""true, scull, true! your greed and revenge played against each other with death holding the stakes! it is too bad that death will not return them!!""]",[],1263_21_4,"[[1.0, 1.0, 208.0, 237.0], [176.0, 0.0, 440.0, 188.0]]",[],"[[38.0, 224.0, 79.0, 271.0], [219.0, 236.0, 252.0, 275.0]]","The character is neutral because the dialogue and narration mention ""that is a break for you! we had the car with the 250 g's! we could have lammed out and never bothered with moroni at all! fate was against us!!"" and suggest break, car, g, lammed, bothered."
"[""sorry, big boy, but you've gotta check a your weapons here... concealed or not""]",[],1265_21_3,"[[88.0, 23.0, 303.0, 155.0]]",[],"[[222.0, 112.0, 279.0, 209.0]]","The character is angry or betrayed because the dialogue and narration mention ""sorry, big boy, but you've gotta check a your weapons here... concealed or not"" and suggest sorry, big, boy, got, ta."
"[""brrr! even the air in this place has the chill of death!""]",[],1269_49_2,"[[4.0, 41.0, 306.0, 201.0]]",[],"[[418.0, 374.0, 441.0, 395.0]]","The character is neutral because the dialogue and narration mention ""brrr! even the air in this place has the chill of death!"" and suggest brrr, air, place, chill, death."
"[""golly, atlas builds muscles fast! just watch my smoke now!""]",[],1278_35_3,"[[0.0, 20.0, 449.0, 167.0]]",[],"[[162.0, 139.0, 223.0, 208.0]]","The character is angry or betrayed because the dialogue and narration mention ""golly, atlas builds muscles fast! just watch my smoke now!"" and suggest golly, atlas, builds, muscles, fast."
"[""easy does it!""]",[],1284_49_2,"[[328.0, 0.0, 484.0, 54.0]]",[],"[[277.0, 69.0, 371.0, 186.0]]","The character is neutral because the dialogue and narration mention ""easy does it!"" and suggest easy."
"[""r! quit kicking at sand in faces!"", ""that man the worst uisance on the beach"", ""listen here, i'd smash your face... only you're so skinny you might dry up and blow away."", ""the big bully! i'll get even some day"", ""oh don't let it bother you little boy""]",[],1288_49_1,"[[0.0, 5.0, 113.0, 72.0], [0.0, 54.0, 83.0, 144.0], [143.0, 0.0, 403.0, 65.0], [416.0, 0.0, 534.0, 68.0], [583.0, 0.0, 677.0, 52.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [318.0, 49.0, 348.0, 76.0], [518.0, 33.0, 544.0, 66.0], [568.0, 45.0, 594.0, 71.0]]","The character is neutral because the dialogue and narration mention ""r! quit kicking at sand in faces!"" and suggest r, quit, kicking, sand, faces."
"[""but.... what's that saying about bringing the mountain to sonebody??""]",[],1294_30_3,"[[13.0, 0.0, 221.0, 79.0]]",[],"[[31.0, 92.0, 192.0, 242.0]]","The character is neutral because the dialogue and narration mention ""but.... what's that saying about bringing the mountain to sonebody??"" and suggest saying, bringing, mountain, sonebody."
"[""goodbye darling! have a nice day... be safe"", ""goodbye, dear! take care of yourself and little alice...""]",[],129_20_2,"[[24.0, 13.0, 204.0, 116.0], [201.0, 14.0, 360.0, 148.0]]",[],"[[55.0, 141.0, 127.0, 221.0], [248.0, 232.0, 326.0, 299.0]]","The character is neutral because the dialogue and narration mention ""goodbye darling! have a nice day... be safe"" and suggest goodbye, darling, nice, day, safe."
"[""gnomies""]",[],1302_31_6,"[[101.0, 72.0, 337.0, 246.0]]",[],"[[273.0, 367.0, 397.0, 482.0]]","The character is angry or betrayed because the dialogue and narration mention ""gnomies"" and suggest gnomies."
"[""hear what miss screech says? we're gonna be great like caruso!"", ""aaah! i don't want to sing like caruso...""]",[],1304_38_1,"[[1.0, 0.0, 336.0, 132.0], [331.0, 0.0, 611.0, 127.0]]",[],"[[132.0, 297.0, 241.0, 392.0], [322.0, 277.0, 442.0, 381.0]]","The character is happy because the dialogue and narration mention ""hear what miss screech says? we're gonna be great like caruso!"" and suggest hear, miss, screech, says, gon."
"[""gosh! if i could only sing like him! hmmm... hmmm... la - di daaaa""]",['frank sanata in person'],1304_39_4,"[[206.0, 8.0, 541.0, 130.0]]","[[310.0, 102.0, 528.0, 395.0]]","[[132.0, 203.0, 263.0, 307.0]]","The character is neutral because the dialogue and narration mention ""gosh! if i could only sing like him! hmmm... hmmm... la - di daaaa"" and suggest gosh, sing, like, hmmm, hmmm."
"[""say! i almost forgot i made another improvement on your flying suit! you should do about two hundred miles an hour now!""]",[],1318_44_2,"[[94.0, 1.0, 393.0, 180.0]]",[],"[[219.0, 213.0, 333.0, 346.0]]","The character is angry or betrayed because the dialogue and narration mention ""say! i almost forgot i made another improvement on your flying suit! you should do about two hundred miles an hour now!"" and suggest forgot, improvement, flying, suit, miles."
"[""you ordered it to stand up, and it --ulp!-- obeyed!!"", ""it's unbelievable!"", ""haw! haw! ya ain't seen nothin' yet!!"", ""cou up to je"", ""come a runnin',"", ""look out!"", ""you'll be run""]",[],1323_4_0,"[[0.0, 11.0, 222.0, 118.0], [194.0, 12.0, 438.0, 87.0], [235.0, 89.0, 467.0, 189.0], [462.0, 6.0, 544.0, 96.0], [1.0, 429.0, 179.0, 494.0], [186.0, 429.0, 326.0, 494.0], [327.0, 421.0, 464.0, 494.0]]",[],"[[74.0, 172.0, 152.0, 266.0], [189.0, 176.0, 250.0, 253.0], [310.0, 201.0, 406.0, 332.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""you ordered it to stand up, and it --ulp!-- obeyed!!"" and suggest ordered, stand, obeyed."
"[""(1) the public will learn about the embarrassing episode of the handcuffs, and (2) your superiors will learn that someone other than yourself solved this case.""]",[],1325_26_1,"[[2.0, 3.0, 350.0, 183.0]]",[],"[[146.0, 195.0, 358.0, 422.0]]","The character is neutral because the dialogue and narration mention ""(1) the public will learn about the embarrassing episode of the handcuffs, and (2) your superiors will learn that someone other than yourself solved this case."" and suggest public, learn, embarrassing, episode, handcuffs."
"[""now all i've got to do is make it back!"", ""you will! keep going- you lucky stiff!""]",[],132_10_2,"[[17.0, 36.0, 252.0, 129.0], [232.0, 41.0, 546.0, 116.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""now all i've got to do is make it back!"" and suggest got."
"[""laurel, i shouldn't have put you through this! you really do love brad very much don't you?""]",['to brad and wanda. they were still completely unaware of anything but each other. i knew now that my love for brad was dead!'],1349_8_3,"[[25.0, 62.0, 468.0, 126.0]]","[[0.0, 0.0, 470.0, 60.0]]","[[130.0, 160.0, 214.0, 279.0]]","The character is angry or betrayed because the dialogue and narration mention ""laurel, i shouldn't have put you through this! you really do love brad very much don't you?"" and suggest laurel, love, brad, brad, wanda."
"[""wow! boy, there must be an irritated squirrel up there!""]",[],1359_23_3,"[[192.0, 6.0, 484.0, 149.0]]",[],"[[408.0, 102.0, 469.0, 152.0]]","The character is neutral because the dialogue and narration mention ""wow! boy, there must be an irritated squirrel up there!"" and suggest wow, boy, irritated, squirrel."
"[""here goes i'm wishing!""]",[],135_9_3,"[[4.0, 6.0, 270.0, 96.0]]",[],"[[152.0, 154.0, 203.0, 210.0]]","The character is neutral because the dialogue and narration mention ""here goes i'm wishing!"" and suggest goes, wishing."
"[""a face!""]",[],1364_30_3,"[[197.0, 10.0, 404.0, 157.0]]",[],"[[20.0, 23.0, 170.0, 278.0]]","The character is neutral because the dialogue and narration mention ""a face!"" and suggest face."
"[""we have the greatest boss in the world!!"", ""you bet!!! three cheers for robin\thood!!""]",[],1368_26_4,"[[6.0, 21.0, 143.0, 113.0], [123.0, 17.0, 254.0, 128.0]]",[],"[[72.0, 197.0, 95.0, 220.0], [129.0, 203.0, 154.0, 229.0]]","The character is happy because the dialogue and narration mention ""we have the greatest boss in the world!!"" and suggest greatest, boss, world."
"[""i spent my fortune trying to find archibald! i have become poor... a lost soul without him! and i thank you boys for finding him..."", ""hmm... that's very interesting windy, but what was your act on the stage?""]",[],1372_18_1,"[[1.0, 14.0, 277.0, 153.0], [347.0, 15.0, 571.0, 112.0]]",[],"[[169.0, 171.0, 287.0, 272.0], [514.0, 208.0, 564.0, 322.0]]","The character is neutral because the dialogue and narration mention ""i spent my fortune trying to find archibald! i have become poor... a lost soul without him! and i thank you boys for finding him..."" and suggest spent, fortune, trying, find, archibald."
"[""why that nervy cuss! if he moved my car.....!""]",[],1377_61_4,"[[0.0, 21.0, 295.0, 115.0]]",[],"[[188.0, 100.0, 261.0, 184.0]]","The character is neutral because the dialogue and narration mention ""why that nervy cuss! if he moved my car.....!"" and suggest nervy, cuss, moved, car."
"[""maybe i should have stayed home!""]",['first aid'],137_15_5,"[[44.0, 23.0, 227.0, 141.0]]","[[227.0, 92.0, 349.0, 142.0]]","[[188.0, 159.0, 296.0, 268.0]]","The character is neutral because the dialogue and narration mention ""maybe i should have stayed home!"" and suggest maybe, stayed, home, aid."
"[""y-o-o-o-w-w! all thes complaints about crosse lines are driving me crazy! locate the trouble, somebody. or everybody is fired - including myself!""]",[],137_47_3,"[[43.0, 14.0, 400.0, 180.0]]",[],"[[172.0, 199.0, 240.0, 261.0]]","The character is neutral because the dialogue and narration mention ""y-o-o-o-w-w! all thes complaints about crosse lines are driving me crazy! locate the trouble, somebody. or everybody is fired - including myself!"" and suggest y, o, o, o, w."
"[""this!""]",[],1394_20_2,"[[96.0, 12.0, 244.0, 77.0]]",[],"[[64.0, 168.0, 227.0, 330.0]]","The character is neutral because the dialogue and narration mention ""this!"" and suggest the situation."
"[""but there was somebody else in this cabin! out as i came in!""]",[],1395_7_9,"[[4.0, 7.0, 189.0, 137.0]]",[],"[[68.0, 241.0, 96.0, 267.0]]","The character is neutral because the dialogue and narration mention ""but there was somebody else in this cabin! out as i came in!"" and suggest somebody, cabin, came."
"[""let's beat it."", ""you said it. we're lucky to be alive""]",[],139_34_4,"[[40.0, 6.0, 200.0, 36.0], [186.0, 60.0, 311.0, 142.0]]",[],"[[19.0, 50.0, 84.0, 130.0], [178.0, 159.0, 239.0, 227.0]]","The character is neutral because the dialogue and narration mention ""let's beat it."" and suggest let, beat."
"[""i'm slipping!"", ""oops!"", ""of all the luck!""]",[],1406_13_3,"[[21.0, 34.0, 233.0, 128.0], [162.0, 120.0, 289.0, 226.0], [385.0, 31.0, 522.0, 164.0]]",[],"[[78.0, 264.0, 110.0, 305.0], [220.0, 260.0, 255.0, 299.0], [492.0, 158.0, 592.0, 220.0]]","The character is neutral because the dialogue and narration mention ""i'm slipping!"" and suggest slipping."
"[""o-ooh! what hit me?"", ""now i remember- what a fool i was!""]",['fife begins to re-gain his senses.'],1410_55_7,"[[54.0, 107.0, 407.0, 219.0], [472.0, 34.0, 776.0, 209.0]]","[[32.0, 42.0, 470.0, 128.0]]","[[261.0, 289.0, 318.0, 351.0], [617.0, 259.0, 697.0, 351.0]]","The character is neutral because the dialogue and narration mention ""o-ooh! what hit me?"" and suggest o, ooh, hit, fife, begins."
"[""oh-ho! that's what you think, my conceited friend!""]",['but as he lifts the glass to drink-'],1410_5_3,"[[69.0, 78.0, 530.0, 251.0]]","[[35.0, 0.0, 613.0, 89.0]]","[[303.0, 330.0, 379.0, 399.0]]","The character is neutral because the dialogue and narration mention ""oh-ho! that's what you think, my conceited friend!"" and suggest oh, ho, think, conceited, friend."
"[""oh boy! a chipmunk!""]",[],1418_14_4,"[[48.0, 0.0, 529.0, 82.0]]",[],"[[170.0, 143.0, 520.0, 461.0]]","The character is neutral because the dialogue and narration mention ""oh boy! a chipmunk!"" and suggest oh, boy, chipmunk."
"[""i wonder where the second clue is! nobody seems to have found it yet!""]",['meanwhile ----'],1419_68_4,"[[25.0, 48.0, 425.0, 127.0]]","[[0.0, 7.0, 453.0, 48.0]]","[[45.0, 237.0, 142.0, 324.0]]","The character is angry or betrayed because the dialogue and narration mention ""i wonder where the second clue is! nobody seems to have found it yet!"" and suggest wonder, second, clue, found."
"[""father!""]",[],1421_25_2,"[[41.0, 48.0, 163.0, 92.0]]",[],"[[135.0, 120.0, 274.0, 318.0]]","The character is neutral because the dialogue and narration mention ""father!"" and suggest father."
"[""the contents of the jar are sacred! upon their safe deliv-ery depends the success of our great cause in china! i know you will not fail us!""]",[],1423_44_5,"[[4.0, 11.0, 279.0, 213.0]]",[],"[[53.0, 245.0, 223.0, 433.0]]","The character is angry or betrayed because the dialogue and narration mention ""the contents of the jar are sacred! upon their safe deliv-ery depends the success of our great cause in china! i know you will not fail us!"" and suggest contents, jar, sacred, safe, deliv."
"[""hurry men, as soon as you get there, attack the mercurian ships. that's our only hope for saving blaze!""]",['the earthmen enter the sound-wave machine to be carried to venus...'],1433_45_6,"[[28.0, 58.0, 286.0, 176.0]]","[[10.0, 0.0, 358.0, 45.0]]","[[37.0, 154.0, 68.0, 188.0]]","The character is neutral because the dialogue and narration mention ""hurry men, as soon as you get there, attack the mercurian ships. that's our only hope for saving blaze!"" and suggest hurry, men, soon, attack, mercurian."
"[""woops! i guess our friend broke the news to his playmates!""]",[],1436_25_9,"[[34.0, 14.0, 369.0, 90.0]]",[],"[[207.0, 149.0, 264.0, 212.0]]","The character is neutral because the dialogue and narration mention ""woops! i guess our friend broke the news to his playmates!"" and suggest woops, guess, friend, broke, news."
"[""oh- my head!""]",[],1436_43_7,"[[157.0, 110.0, 253.0, 178.0]]",[],"[[88.0, 87.0, 145.0, 150.0]]","The character is neutral because the dialogue and narration mention ""oh- my head!"" and suggest head."
"[""inspector, i'm so sorry! this happened all because of me!""]","[""rod is fished out and receives lydia van deer's warm sympathy.""]",1437_21_3,"[[83.0, 75.0, 326.0, 163.0]]","[[2.0, 13.0, 322.0, 81.0]]","[[144.0, 130.0, 187.0, 181.0]]","The character is remorseful because the dialogue and narration mention ""inspector, i'm so sorry! this happened all because of me!"" and suggest inspector, sorry, happened, rod, fished."
"[""wow! that was a close call. but i made a bulls-ye on the depot!""]",['darrow pulls back his stick not a moment too soon'],1439_43_0,"[[181.0, 389.0, 478.0, 561.0]]","[[0.0, 7.0, 478.0, 91.0]]","[[-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""wow! that was a close call. but i made a bulls-ye on the depot!"" and suggest wow, close, bulls, ye, depot."
"[""uh.. whew! my head... rick, i'm going to the office."", ""check up the license number?? i'll stay here!""]",['a few minutes later..'],1440_34_6,"[[0.0, 58.0, 205.0, 211.0], [210.0, 57.0, 434.0, 192.0]]","[[0.0, 25.0, 347.0, 65.0]]","[[34.0, 352.0, 161.0, 514.0], [194.0, 238.0, 415.0, 563.0]]","The character is neutral because the dialogue and narration mention ""uh.. whew! my head... rick, i'm going to the office."" and suggest uh, whew, head, rick, going."
"[""careful tawny! he may be only playing dead!""]","['not far off, lion boy holds back tawny as they near the fallen man.']",1440_45_2,"[[201.0, 124.0, 411.0, 252.0]]","[[0.0, 36.0, 427.0, 122.0]]","[[135.0, 213.0, 190.0, 277.0]]","The character is angry or betrayed because the dialogue and narration mention ""careful tawny! he may be only playing dead!"" and suggest careful, tawny, playing, dead, far."
"[""the great defender!! come inside, quickly!""]","[""curtis's door is opened cautiously by dr. gilbert falk.""]",1440_4_5,"[[130.0, 84.0, 442.0, 179.0]]","[[24.0, 18.0, 453.0, 88.0]]","[[197.0, 148.0, 271.0, 247.0]]","The character is happy because the dialogue and narration mention ""the great defender!! come inside, quickly!"" and suggest great, defender, come, inside, quickly."
"[""nice catch!""]",[],1441_7_5,"[[152.0, 21.0, 262.0, 89.0]]",[],"[[61.0, 71.0, 164.0, 201.0]]","The character is neutral because the dialogue and narration mention ""nice catch!"" and suggest nice, catch."
"[""i hope this boy will help a lady in distress! i must get to town!""]",[],1448_23_7,"[[25.0, 0.0, 402.0, 147.0]]",[],"[[32.0, 292.0, 167.0, 441.0]]","The character is neutral because the dialogue and narration mention ""i hope this boy will help a lady in distress! i must get to town!"" and suggest hope, boy, help, lady, distress."
"[""oh... there you are!""]",[],1449_54_1,"[[126.0, 44.0, 430.0, 202.0]]",[],"[[180.0, 261.0, 272.0, 363.0]]","The character is neutral because the dialogue and narration mention ""oh... there you are!"" and suggest oh."
"[""follow me!""]",['hit comics'],1451_37_1,"[[0.0, 66.0, 101.0, 150.0]]","[[30.0, 3.0, 267.0, 33.0]]","[[38.0, 215.0, 143.0, 329.0]]","The character is neutral because the dialogue and narration mention ""follow me!"" and suggest follow, hit, comics."
"[""i'll protect the city with my in-visible ray, you counter-attack with the fleet!""]",[],1459_42_1,"[[80.0, 45.0, 453.0, 191.0]]",[],"[[157.0, 190.0, 278.0, 300.0]]","The character is neutral because the dialogue and narration mention ""i'll protect the city with my in-visible ray, you counter-attack with the fleet!"" and suggest protect, city, visible, ray, counter."
"[""luck!.. ahem, now do you believe in my lucky charm?""]",[],1459_48_9,"[[40.0, 14.0, 359.0, 138.0]]",[],"[[35.0, 113.0, 215.0, 340.0]]","The character is angry or betrayed because the dialogue and narration mention ""luck!.. ahem, now do you believe in my lucky charm?"" and suggest luck, ahem, believe, lucky, charm."
"[""hah! i'll have some excitement to tell of""]",['nearby was camped a tribe of unfriendly red men..'],1460_55_5,"[[67.0, 144.0, 257.0, 241.0]]","[[16.0, 10.0, 383.0, 87.0]]","[[196.0, 237.0, 225.0, 264.0]]","The character is neutral because the dialogue and narration mention ""hah! i'll have some excitement to tell of"" and suggest hah, excitement, tell, nearby, camped."
"[""ulp! h-h-he's gone!"", ""let's clear out, keep! these speeches always make me nervous! our job is done, anyhow!"", ""sometimes i can't understand you, kid eternity- but you do get results!""]",[],1464_17_6,"[[5.0, 23.0, 113.0, 58.0], [109.0, 20.0, 299.0, 77.0], [112.0, 73.0, 248.0, 147.0]]",[],"[[36.0, 98.0, 45.0, 105.0], [270.0, 99.0, 308.0, 138.0], [139.0, 172.0, 191.0, 230.0]]","The character is neutral because the dialogue and narration mention ""ulp! h-h-he's gone!"" and suggest ulp, h, h, gone."
"[""i'm glad it turned out right! what are your plans?"", ""i've sunk every cent in this showbcat venture!... the best acts i could hire are waiting right now at skinner's landing!""]",[],1464_7_2,"[[14.0, 15.0, 102.0, 78.0], [90.0, 12.0, 203.0, 125.0]]",[],"[[45.0, 127.0, 61.0, 147.0], [88.0, 123.0, 108.0, 149.0]]","The character is neutral because the dialogue and narration mention ""i'm glad it turned out right! what are your plans?"" and suggest glad, turned, right, plans."
"[""let's both do it to him, big!""]",[],1465_40_3,"[[83.0, 3.0, 198.0, 67.0]]",[],"[[25.0, 130.0, 162.0, 262.0]]","The character is neutral because the dialogue and narration mention ""let's both do it to him, big!"" and suggest let, big."
"[""if you're not areful, i'm going to change my mind!"", ""good idea! it needs improvement! why not replace it with the mind of a ten-year-old?""]",[],146_20_0,"[[0.0, 33.0, 225.0, 148.0], [231.0, 9.0, 519.0, 164.0]]",[],"[[40.0, 185.0, 143.0, 283.0], [279.0, 162.0, 520.0, 495.0]]","The character is angry or betrayed because the dialogue and narration mention ""if you're not areful, i'm going to change my mind!"" and suggest areful, going, change, mind."
"[""i guess you were right after all, hoppy! this is fun!"", ""i'm beginning to change my mind!""]",[],1473_24_1,"[[10.0, 21.0, 162.0, 153.0], [148.0, 27.0, 310.0, 128.0]]",[],"[[154.0, 190.0, 166.0, 207.0], [141.0, 185.0, 151.0, 200.0]]","The character is neutral because the dialogue and narration mention ""i guess you were right after all, hoppy! this is fun!"" and suggest guess, right, hoppy, fun."
"[""oh thank you ir knight! emme shake our hand"", ""huh? --er-- outch!!""]",[],1486_44_2,"[[0.0, 18.0, 129.0, 102.0], [135.0, 13.0, 274.0, 83.0]]",[],"[[0.0, 202.0, 61.0, 264.0], [143.0, 90.0, 194.0, 157.0]]","The character is neutral because the dialogue and narration mention ""oh thank you ir knight! emme shake our hand"" and suggest oh, thank, ir, knight, emme."
"[""glad you came, rob! there's been a sudden epidemic of substituted valuable jewelry!"", ""there's only one way to stop it! get me a glass of water!""]",['she lea door opens- in walks hydroman'],1488_58_4,"[[258.0, 4.0, 640.0, 122.0], [218.0, 106.0, 517.0, 233.0]]","[[0.0, 1.0, 303.0, 87.0]]","[[410.0, 238.0, 590.0, 433.0], [127.0, 105.0, 205.0, 205.0]]","The character is neutral because the dialogue and narration mention ""glad you came, rob! there's been a sudden epidemic of substituted valuable jewelry!"" and suggest glad, came, rob, sudden, epidemic."
"[""anytime you feel too bad to go fishing, you must be plenty sick!""]",[],148_11_4,"[[8.0, 8.0, 313.0, 104.0]]",[],"[[93.0, 247.0, 120.0, 274.0]]","The character is neutral because the dialogue and narration mention ""anytime you feel too bad to go fishing, you must be plenty sick!"" and suggest anytime, feel, bad, fishing, plenty."
"[""i'm free!""]",['giant hands pull aside the imprisoning tentacles---'],1490_48_1,"[[48.0, 113.0, 224.0, 208.0]]","[[1.0, 29.0, 348.0, 99.0]]","[[221.0, 214.0, 237.0, 227.0]]","The character is neutral because the dialogue and narration mention ""i'm free!"" and suggest free, giant, hands, pull, aside."
"[""we have no time to lose, gentle-men! chief orookee will-attack us within 24 hours, and..."", ""sheriff, you must listen to me--""]","[""at the sheriff's office, mean-while, a meeting of influential ranchers was in progress...""]",1493_30_2,"[[0.0, 113.0, 263.0, 331.0], [263.0, 105.0, 522.0, 225.0]]","[[0.0, 11.0, 500.0, 122.0]]","[[80.0, 336.0, 207.0, 490.0], [274.0, 412.0, 326.0, 491.0]]","The character is angry or betrayed because the dialogue and narration mention ""we have no time to lose, gentle-men! chief orookee will-attack us within 24 hours, and..."" and suggest time, lose, gentle, men, chief."
"[""i will find out where this band of apaches hides out! i will disguise myself as an apache. sooner or later this traitor will show up..."", ""then you can see who he is and report back to me! an excellent idea!""]",[],1494_22_4,"[[2.0, 8.0, 245.0, 167.0], [225.0, 4.0, 462.0, 119.0]]",[],"[[11.0, 171.0, 199.0, 457.0], [230.0, 155.0, 376.0, 369.0]]","The character is neutral because the dialogue and narration mention ""i will find out where this band of apaches hides out! i will disguise myself as an apache. sooner or later this traitor will show up..."" and suggest find, band, apaches, hides, disguise."
