img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,tag,sentiment,subjectivity
bp_0_20_0,huh! I wonder what your chances would have been had that thing regained its senses!,['when mister little overcomes his shock...'],"[[9.0, 66.0, 308.0, 181.0], [324.0, 6.0, 539.0, 185.0], [694.0, 2.0, 968.0, 195.0]]","[[6.0, 4.0, 321.0, 53.0]]","[[215.0, 187.0, 420.0, 429.0], [544.0, 62.0, 632.0, 201.0], [975.0, 3.0, 1176.0, 326.0]]",,0.0,0.0
bp_0_20_0,"enough, you to! we've got to make the most of each. minute! there are dicisions to be made! there's work to be done!!",['when mister little overcomes his shock...'],"[[9.0, 66.0, 308.0, 181.0], [324.0, 6.0, 539.0, 185.0], [694.0, 2.0, 968.0, 195.0]]","[[6.0, 4.0, 321.0, 53.0]]","[[215.0, 187.0, 420.0, 429.0], [544.0, 62.0, 632.0, 201.0], [975.0, 3.0, 1176.0, 326.0]]",,0.5,0.5
bp_0_21_0,that creature wouldn't be on our hands if it weren't for zanda's meddling -- and her insatiable greed!!,[],"[[9.0, 8.0, 226.0, 139.0], [231.0, 9.0, 460.0, 71.0], [268.0, 86.0, 375.0, 183.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [117.0, 149.0, 215.0, 247.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0
bp_0_21_0,you horrible little ant! when this is over -- i'll -- i'll --!!,[],"[[9.0, 8.0, 226.0, 139.0], [231.0, 9.0, 460.0, 71.0], [268.0, 86.0, 375.0, 183.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [117.0, 149.0, 215.0, 247.0], [-1.0, -1.0, -1.0, -1.0]]",,-0.68310546875,0.75
bp_0_21_0,save it! we're gliding into africa!!,[],"[[9.0, 8.0, 226.0, 139.0], [231.0, 9.0, 460.0, 71.0], [268.0, 86.0, 375.0, 183.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [117.0, 149.0, 215.0, 247.0], [-1.0, -1.0, -1.0, -1.0]]",,0.0,0.0
bp_0_21_2,you must have read your map wrong! we'll crash into that mountain wall if i don't pull up the nose of this plane,"['suddenly, the sky is blotted out by a great wall of granite which looms in the path of the onrushing multi-plane...']","[[10.0, 275.0, 201.0, 462.0], [336.0, 318.0, 455.0, 384.0], [303.0, 385.0, 455.0, 513.0]]","[[29.0, 23.0, 406.0, 102.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",,-0.625,0.9
bp_0_21_2,no! i'm never wrong!,"['suddenly, the sky is blotted out by a great wall of granite which looms in the path of the onrushing multi-plane...']","[[10.0, 275.0, 201.0, 462.0], [336.0, 318.0, 455.0, 384.0], [303.0, 385.0, 455.0, 513.0]]","[[29.0, 23.0, 406.0, 102.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",FEEDBACK,0.3125,0.9
bp_0_21_2,it is imperative that we maintain this precise altitude!,"['suddenly, the sky is blotted out by a great wall of granite which looms in the path of the onrushing multi-plane...']","[[10.0, 275.0, 201.0, 462.0], [336.0, 318.0, 455.0, 384.0], [303.0, 385.0, 455.0, 513.0]]","[[29.0, 23.0, 406.0, 102.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.5,0.8
bp_0_22_3,"we did it, by george! we're alive!","['mister little, as always, proves himself right! At the moment of impact, the mountain wall slides open to receive the speeding craft within a huge stone corridor...']","[[127.0, 106.0, 211.0, 196.0], [291.0, 124.0, 417.0, 203.0]]","[[4.0, 4.0, 444.0, 98.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",,0.125,0.4
bp_0_22_3,"you're infallible, mister little!","['mister little, as always, proves himself right! At the moment of impact, the mountain wall slides open to receive the speeding craft within a huge stone corridor...']","[[127.0, 106.0, 211.0, 196.0], [291.0, 124.0, 417.0, 203.0]]","[[4.0, 4.0, 444.0, 98.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,-0.234375,0.5
bp_0_26_0,"as a collecting enthusiast, i bow to a clever but unscrupulous colleague!",[],"[[7.0, 7.0, 191.0, 97.0], [59.0, 121.0, 207.0, 219.0], [338.0, 7.0, 455.0, 156.0]]",[],"[[103.0, 237.0, 170.0, 314.0], [223.0, 27.0, 291.0, 96.0], [302.0, 238.0, 464.0, 458.0]]",INFORM,0.20833333333333331,0.8333333333333334
bp_0_26_0,i lost five good mechanics before i learned the secret!,[],"[[7.0, 7.0, 191.0, 97.0], [59.0, 121.0, 207.0, 219.0], [338.0, 7.0, 455.0, 156.0]]",[],"[[103.0, 237.0, 170.0, 314.0], [223.0, 27.0, 291.0, 96.0], [302.0, 238.0, 464.0, 458.0]]",INFORM,0.09999999999999998,0.65
bp_0_26_0,postpone the small talk! we've got to get on with the search!,[],"[[7.0, 7.0, 191.0, 97.0], [59.0, 121.0, 207.0, 219.0], [338.0, 7.0, 455.0, 156.0]]",[],"[[103.0, 237.0, 170.0, 314.0], [223.0, 27.0, 291.0, 96.0], [302.0, 238.0, 464.0, 458.0]]",ORDER,-0.390625,0.4
bp_0_26_1,foolish fellow! you acted before i could warn you! king solomon's tomb is secured by complex forces,[],"[[9.0, 7.0, 205.0, 132.0], [240.0, 6.0, 448.0, 118.0]]",[],"[[12.0, 239.0, 118.0, 399.0], [184.0, 102.0, 319.0, 269.0]]",,-0.3,0.4
bp_0_26_1,"high voltage forces i'd say! if not for my protective gloves, i'd be dead at this moment!",[],"[[9.0, 7.0, 205.0, 132.0], [240.0, 6.0, 448.0, 118.0]]",[],"[[12.0, 239.0, 118.0, 399.0], [184.0, 102.0, 319.0, 269.0]]",,-0.024999999999999994,0.47000000000000003
bp_0_26_2,i-it's certainly dark in there-!,"['realizing the necessity for caution, the black panther slowly enters the adjoining chamber...']","[[290.0, 77.0, 458.0, 119.0], [363.0, 118.0, 436.0, 220.0]]","[[4.0, 5.0, 456.0, 65.0]]","[[105.0, 130.0, 344.0, 462.0], [103.0, 129.0, 342.0, 460.0]]",INFORM,-0.1875,0.4
bp_0_26_2,i can't see a thing!,"['realizing the necessity for caution, the black panther slowly enters the adjoining chamber...']","[[290.0, 77.0, 458.0, 119.0], [363.0, 118.0, 436.0, 220.0]]","[[4.0, 5.0, 456.0, 65.0]]","[[105.0, 130.0, 344.0, 462.0], [103.0, 129.0, 342.0, 460.0]]",INFORM,0.0,0.0
bp_0_26_3,you fools are wasting precious time! that's and ancient wizards lock! i have one in my collection of rare artifacts!,[],"[[17.0, 12.0, 206.0, 160.0], [302.0, 10.0, 429.0, 82.0], [344.0, 107.0, 444.0, 233.0]]",[],"[[21.0, 104.0, 101.0, 453.0], [227.0, 105.0, 302.0, 194.0], [301.0, 276.0, 397.0, 387.0]]",INFORM,0.578125,0.95
bp_0_26_3,"that's fine, princess... but, can you open it!?",[],"[[17.0, 12.0, 206.0, 160.0], [302.0, 10.0, 429.0, 82.0], [344.0, 107.0, 444.0, 233.0]]",[],"[[21.0, 104.0, 101.0, 453.0], [227.0, 105.0, 302.0, 194.0], [301.0, 276.0, 397.0, 387.0]]",,0.20833333333333334,0.5
bp_0_26_3,"a fair question... wouldn't you say so, my dear zanda?",[],"[[17.0, 12.0, 206.0, 160.0], [302.0, 10.0, 429.0, 82.0], [344.0, 107.0, 444.0, 233.0]]",[],"[[21.0, 104.0, 101.0, 453.0], [227.0, 105.0, 302.0, 194.0], [301.0, 276.0, 397.0, 387.0]]",,0.7,0.9
bp_0_26_5,she did it!the door is opening!we've got it made!,[],"[[6.0, 6.0, 184.0, 85.0], [304.0, 1.0, 452.0, 128.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",,0.0,0.0
bp_0_26_5,"well bless my stars!!the lady is not without talent, after all!",[],"[[6.0, 6.0, 184.0, 85.0], [304.0, 1.0, 452.0, 128.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",,0.0,0.0
bp_0_27_4,it must be done! i've got to put this behemoth down!,[],"[[293.0, 20.0, 448.0, 117.0]]",[],"[[182.0, 52.0, 299.0, 222.0]]",,-0.19444444444444445,0.2888888888888889
bp_0_28_0,i'll--eradicate--you!--like--vermin--!,['mister little backtracks slowly. then ne breaks into a run...'],"[[181.0, 41.0, 355.0, 99.0], [287.0, 102.0, 415.0, 135.0]]","[[7.0, 6.0, 455.0, 64.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",COMMIT,0.0,0.0
bp_0_28_0,yeoow!!,['mister little backtracks slowly. then ne breaks into a run...'],"[[181.0, 41.0, 355.0, 99.0], [287.0, 102.0, 415.0, 135.0]]","[[7.0, 6.0, 455.0, 64.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",BACKCHANNEL,0.0,0.0
bp_0_28_2,you-! you did -- this -- to -- me--! little animal--!,[],"[[5.0, 2.0, 170.0, 113.0], [220.0, 5.0, 456.0, 86.0], [275.0, 93.0, 438.0, 192.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [136.0, 67.0, 201.0, 129.0], [136.0, 66.0, 200.0, 129.0]]",NOT_CLASSIFIABLE,-0.234375,0.5
bp_0_28_2,"i-it was only meant to calm you, sir-- so we could-- heh heh --communicate-!",[],"[[5.0, 2.0, 170.0, 113.0], [220.0, 5.0, 456.0, 86.0], [275.0, 93.0, 438.0, 192.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [136.0, 67.0, 201.0, 129.0], [136.0, 66.0, 200.0, 129.0]]",INFORM,0.18750000000000003,0.875
bp_0_28_2,i'm afreaid he wasn't too thrilled by that reply!,[],"[[5.0, 2.0, 170.0, 113.0], [220.0, 5.0, 456.0, 86.0], [275.0, 93.0, 438.0, 192.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [136.0, 67.0, 201.0, 129.0], [136.0, 66.0, 200.0, 129.0]]",FEEDBACK,0.75,0.7
bp_0_28_3,"the odds against the black panther are formidable! if he's defeated, we'll be trapped here--",[],"[[55.0, 6.0, 359.0, 79.0], [199.0, 84.0, 422.0, 202.0]]",[],"[[138.0, 165.0, 277.0, 295.0], [137.0, 164.0, 274.0, 294.0]]",,-0.20416666666666666,0.21666666666666667
bp_0_28_3,"it's time to take a risk!-- an extremely chancy risk!-- but, it could work in our favor!",[],"[[55.0, 6.0, 359.0, 79.0], [199.0, 84.0, 422.0, 202.0]]",[],"[[138.0, 165.0, 277.0, 295.0], [137.0, 164.0, 274.0, 294.0]]",,-0.1953125,1.0
bp_0_2_1,"what's this all about, mister little? i didn't pursue that man because i sense that his capture is certain -- because he's a frightened stranger among us.",[],"[[5.0, 2.0, 455.0, 83.0], [229.0, 113.0, 442.0, 245.0]]",[],"[[62.0, 109.0, 199.0, 258.0], [321.0, 289.0, 427.0, 361.0]]",,0.013392857142857137,0.5357142857142857
bp_0_2_1,because he's the real mccoy my boy! a living warrior plucked from antiquity and transplanted this century!,[],"[[5.0, 2.0, 455.0, 83.0], [229.0, 113.0, 442.0, 245.0]]",[],"[[62.0, 109.0, 199.0, 258.0], [321.0, 289.0, 427.0, 361.0]]",,0.3125,0.30000000000000004
bp_0_30_0,get down. i said!,[],"[[18.0, 53.0, 185.0, 113.0]]",[],"[[411.0, 199.0, 480.0, 272.0]]",ORDER,-0.19444444444444445,0.2888888888888889
bp_0_31_0,fools! they've only exchanged one form of danger for another...,['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]",,0.0,1.0
bp_0_31_0,bothersome--fleas--! you--won't--escape--this--time!,['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]",,0.0,0.0
bp_0_31_0,"got any new ideas, mister little? we may only have time for one more!",['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]",,0.1434659090909091,0.6136363636363636
bp_0_31_0,"w-we can't die, now!--not when we're so close to our goal-!",['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]",,0.0,0.0
bp_0_31_1,i'll stop him!,['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0
bp_0_31_1,zanda!!,['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",NOT_CLASSIFIABLE,0.0,0.0
bp_0_31_1,drop it and run!,['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",ORDER,0.0,0.0
bp_0_31_1,he's got a disintegrator eye in the back of his head!,['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0
bp_0_32_0,the treasure!nothing can keep me from it!,"['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",,0.0,0.0
bp_0_32_0,i-it's all there!,"['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",INFORM,0.0,0.0
bp_0_32_0,--for the taking!,"['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",INFORM,0.0,0.0
bp_0_32_0,forget your greed!,"['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",ORDER,0.0,0.0
bp_0_32_0,"if our friend here regains his full faculties, we're doomed!","['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",INFORM,0.4375,0.55
bp_0_32_1,Curse this thing from the ages to come!,"['even as it destroys the stone, the deadly disintegrating ray strikes a far wall and continues its terrifying work ...']","[[74.0, 357.0, 224.0, 443.0]]","[[5.0, 5.0, 461.0, 63.0]]","[[277.0, 399.0, 319.0, 438.0]]",INFORM,0.0,0.0
bp_0_33_0,"diamonds, pearls, jeweled crowns and cups of gold! there is enough treasure here to random a hundred kingdoms!",[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]",,-0.3125,0.5
bp_0_33_0,by the stars! each ertifact in this crypt is of priceless value!,[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]",,1.0,1.0
bp_0_33_0,have you two gone mad!? don't you realize that death is at our very heels!?,[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]",,-0.265625,0.65
bp_0_33_0,we've got work to do-!,[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]",INFORM,0.0,0.0
bp_0_33_3,ugh--!,['a grim reminder comes a split second later! the chamber is rocked by a sharp explosion'],"[[142.0, 75.0, 216.0, 102.0], [293.0, 147.0, 380.0, 212.0]]","[[6.0, 4.0, 423.0, 63.0]]","[[79.0, 203.0, 136.0, 245.0], [372.0, 250.0, 463.0, 397.0]]",BACKCHANNEL,0.0,0.0
bp_0_33_3,let's make tracks!,['a grim reminder comes a split second later! the chamber is rocked by a sharp explosion'],"[[142.0, 75.0, 216.0, 102.0], [293.0, 147.0, 380.0, 212.0]]","[[6.0, 4.0, 423.0, 63.0]]","[[79.0, 203.0, 136.0, 245.0], [372.0, 250.0, 463.0, 397.0]]",ORDER,0.0,0.0
bp_0_33_4,i-it ins't fair! that thing will destroy everything!,"['assisting hiw two stunned companions, the black panther retreats inte the inner recesses of the treasure chamber...']","[[45.0, 78.0, 202.0, 142.0], [244.0, 75.0, 446.0, 161.0]]","[[10.0, 6.0, 458.0, 65.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.3125,0.45
bp_0_33_4,not if we can find the twin to the brass frog mister little carries on his person!,"['assisting hiw two stunned companions, the black panther retreats inte the inner recesses of the treasure chamber...']","[[45.0, 78.0, 202.0, 142.0], [244.0, 75.0, 446.0, 161.0]]","[[10.0, 6.0, 458.0, 65.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",FEEDBACK,-0.234375,0.5
bp_0_34_0,we did it none too soon! there were only seconds to spare!,[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]",INFORM,0.0,1.0
bp_0_34_0,flashing comets!! this was too close for comfort!!,[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]",INFORM,0.0,0.0
bp_0_34_0,our lives meant nothing to him! we would have died like insects!,[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]",INFORM,0.0,0.0
bp_0_34_0,let's face it. the man belonged to another time-- another place--! let's hope that he stays there!,[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]",CLOSE,0.0,0.0
bp_0_35_2,he's not going to make it! our only chance may be to run!,[],"[[1.0, 1.0, 183.0, 79.0], [100.0, 80.0, 209.0, 181.0], [197.0, 2.0, 439.0, 95.0]]",[],"[[12.0, 103.0, 118.0, 225.0], [9.0, 102.0, 118.0, 223.0], [158.0, 94.0, 353.0, 318.0]]",,0.0,1.0
bp_0_35_2,what are you up to now!?,[],"[[1.0, 1.0, 183.0, 79.0], [100.0, 80.0, 209.0, 181.0], [197.0, 2.0, 439.0, 95.0]]",[],"[[12.0, 103.0, 118.0, 225.0], [9.0, 102.0, 118.0, 223.0], [158.0, 94.0, 353.0, 318.0]]",WHY_QUESTION,0.0,0.0
bp_0_35_2,"i'm testing another of these objects! don't interfere, princess zanda!",[],"[[1.0, 1.0, 183.0, 79.0], [100.0, 80.0, 209.0, 181.0], [197.0, 2.0, 439.0, 95.0]]",[],"[[12.0, 103.0, 118.0, 225.0], [9.0, 102.0, 118.0, 223.0], [158.0, 94.0, 353.0, 318.0]]",,0.0,0.0
bp_0_35_3,poor girl! no wonder shes shy and retiring!,[],"[[37.0, 26.0, 318.0, 129.0]]",[],"[[114.0, 296.0, 304.0, 554.0]]",,-0.5625,0.55
bp_0_36_0,hasn't it sunk into your clouded minds that this plice is one big mine field?!! each ornament here may strike us with lethal force at any given moment!,[],"[[9.0, 6.0, 366.0, 217.0], [289.0, 62.0, 387.0, 202.0]]",[],"[[85.0, 79.0, 314.0, 311.0], [85.0, 79.0, 314.0, 308.0]]",,0.0,0.1
bp_0_36_0,each of us must help the others keep their head!,[],"[[9.0, 6.0, 366.0, 217.0], [289.0, 62.0, 387.0, 202.0]]",[],"[[85.0, 79.0, 314.0, 311.0], [85.0, 79.0, 314.0, 308.0]]",ORDER,0.0,0.0
bp_0_36_4,"see here, young fellow! you've no right to snatch that artifact! it's mine -- by right of possession!",[],"[[5.0, 4.0, 171.0, 154.0], [284.0, 3.0, 425.0, 130.0]]",[],"[[12.0, 203.0, 195.0, 376.0], [203.0, 24.0, 304.0, 166.0]]",,0.10119047619047618,0.4904761904761905
bp_0_36_4,you two collectors have meddled enough with the objects in this tomb!,[],"[[5.0, 4.0, 171.0, 154.0], [284.0, 3.0, 425.0, 130.0]]",[],"[[12.0, 203.0, 195.0, 376.0], [203.0, 24.0, 304.0, 166.0]]",INFORM,0.0,0.5
bp_0_37_2,"yes, that's so! abner little is prone to the collector's syndrone but he does keep his word!",[],"[[4.0, 5.0, 191.0, 123.0], [200.0, 8.0, 403.0, 82.0]]",[],"[[14.0, 131.0, 148.0, 283.0], [290.0, 61.0, 403.0, 171.0]]",,-0.234375,0.5
bp_0_37_2,"well, i made no such promise! i claim them as mine!",[],"[[4.0, 5.0, 191.0, 123.0], [200.0, 8.0, 403.0, 82.0]]",[],"[[14.0, 131.0, 148.0, 283.0], [290.0, 61.0, 403.0, 171.0]]",,0.0,0.5
