img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,tag,sentiment,subjectivity,emotion
bp_0_27_4,it must be done! i've got to put this behemoth down!,[],"[[293.0, 20.0, 448.0, 117.0]]",[],"[[182.0, 52.0, 299.0, 222.0]]",,-0.19444444444444445,0.2888888888888889,"{""anger"": 0.4215, ""sadness"": 0.1975, ""surprise"": 0.1748, ""disgust"": 0.0926, ""neutral"": 0.053, ""fear"": 0.0306, ""joy"": 0.0302}"
bp_0_28_0,i'll--eradicate--you!--like--vermin--!,['mister little backtracks slowly. then ne breaks into a run...'],"[[181.0, 41.0, 355.0, 99.0], [287.0, 102.0, 415.0, 135.0]]","[[7.0, 6.0, 455.0, 64.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",COMMIT,0.0,0.0,"{""neutral"": 0.5583, ""anger"": 0.2221, ""joy"": 0.0756, ""sadness"": 0.0755, ""surprise"": 0.028, ""disgust"": 0.0275, ""fear"": 0.0129}"
bp_0_28_0,yeoow!!,['mister little backtracks slowly. then ne breaks into a run...'],"[[181.0, 41.0, 355.0, 99.0], [287.0, 102.0, 415.0, 135.0]]","[[7.0, 6.0, 455.0, 64.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",BACKCHANNEL,0.0,0.0,"{""surprise"": 0.6081, ""disgust"": 0.0967, ""joy"": 0.0837, ""sadness"": 0.0751, ""neutral"": 0.0665, ""anger"": 0.0608, ""fear"": 0.009}"
bp_0_28_2,you-! you did -- this -- to -- me--! little animal--!,[],"[[5.0, 2.0, 170.0, 113.0], [220.0, 5.0, 456.0, 86.0], [275.0, 93.0, 438.0, 192.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [136.0, 67.0, 201.0, 129.0], [136.0, 66.0, 200.0, 129.0]]",NOT_CLASSIFIABLE,-0.234375,0.5,"{""surprise"": 0.4858, ""anger"": 0.2898, ""disgust"": 0.0797, ""joy"": 0.0796, ""neutral"": 0.0335, ""sadness"": 0.0255, ""fear"": 0.0062}"
bp_0_28_2,"i-it was only meant to calm you, sir-- so we could-- heh heh --communicate-!",[],"[[5.0, 2.0, 170.0, 113.0], [220.0, 5.0, 456.0, 86.0], [275.0, 93.0, 438.0, 192.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [136.0, 67.0, 201.0, 129.0], [136.0, 66.0, 200.0, 129.0]]",INFORM,0.18750000000000003,0.875,"{""anger"": 0.325, ""fear"": 0.22, ""joy"": 0.1608, ""neutral"": 0.1515, ""surprise"": 0.071, ""sadness"": 0.0578, ""disgust"": 0.0139}"
bp_0_28_2,i'm afreaid he wasn't too thrilled by that reply!,[],"[[5.0, 2.0, 170.0, 113.0], [220.0, 5.0, 456.0, 86.0], [275.0, 93.0, 438.0, 192.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [136.0, 67.0, 201.0, 129.0], [136.0, 66.0, 200.0, 129.0]]",FEEDBACK,0.75,0.7,"{""surprise"": 0.7861, ""joy"": 0.1732, ""neutral"": 0.0127, ""anger"": 0.0124, ""sadness"": 0.0122, ""fear"": 0.003, ""disgust"": 0.0005}"
bp_0_28_3,"the odds against the black panther are formidable! if he's defeated, we'll be trapped here--",[],"[[55.0, 6.0, 359.0, 79.0], [199.0, 84.0, 422.0, 202.0]]",[],"[[138.0, 165.0, 277.0, 295.0], [137.0, 164.0, 274.0, 294.0]]",,-0.20416666666666666,0.21666666666666667,"{""fear"": 0.6931, ""anger"": 0.1465, ""neutral"": 0.0967, ""sadness"": 0.022, ""disgust"": 0.0218, ""surprise"": 0.0133, ""joy"": 0.0066}"
bp_0_28_3,"it's time to take a risk!-- an extremely chancy risk!-- but, it could work in our favor!",[],"[[55.0, 6.0, 359.0, 79.0], [199.0, 84.0, 422.0, 202.0]]",[],"[[138.0, 165.0, 277.0, 295.0], [137.0, 164.0, 274.0, 294.0]]",,-0.1953125,1.0,"{""neutral"": 0.657, ""fear"": 0.1569, ""anger"": 0.0587, ""joy"": 0.0578, ""sadness"": 0.0322, ""disgust"": 0.0216, ""surprise"": 0.0158}"
bp_0_2_1,"what's this all about, mister little? i didn't pursue that man because i sense that his capture is certain -- because he's a frightened stranger among us.",[],"[[5.0, 2.0, 455.0, 83.0], [229.0, 113.0, 442.0, 245.0]]",[],"[[62.0, 109.0, 199.0, 258.0], [321.0, 289.0, 427.0, 361.0]]",,0.013392857142857137,0.5357142857142857,"{""fear"": 0.9874, ""neutral"": 0.004, ""surprise"": 0.0035, ""sadness"": 0.0018, ""anger"": 0.0016, ""joy"": 0.0009, ""disgust"": 0.0008}"
bp_0_2_1,because he's the real mccoy my boy! a living warrior plucked from antiquity and transplanted this century!,[],"[[5.0, 2.0, 455.0, 83.0], [229.0, 113.0, 442.0, 245.0]]",[],"[[62.0, 109.0, 199.0, 258.0], [321.0, 289.0, 427.0, 361.0]]",,0.3125,0.30000000000000004,"{""joy"": 0.3617, ""surprise"": 0.2963, ""neutral"": 0.195, ""anger"": 0.1181, ""disgust"": 0.0163, ""sadness"": 0.0081, ""fear"": 0.0045}"
bp_0_30_0,get down. i said!,[],"[[18.0, 53.0, 185.0, 113.0]]",[],"[[411.0, 199.0, 480.0, 272.0]]",ORDER,-0.19444444444444445,0.2888888888888889,"{""anger"": 0.6781, ""surprise"": 0.1462, ""joy"": 0.0781, ""neutral"": 0.0312, ""disgust"": 0.0246, ""sadness"": 0.0241, ""fear"": 0.0177}"
bp_0_31_0,fools! they've only exchanged one form of danger for another...,['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]",,0.0,1.0,"{""disgust"": 0.4528, ""anger"": 0.2479, ""neutral"": 0.1853, ""surprise"": 0.0728, ""sadness"": 0.0305, ""joy"": 0.0067, ""fear"": 0.0039}"
bp_0_31_0,bothersome--fleas--! you--won't--escape--this--time!,['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]",,0.0,0.0,"{""anger"": 0.6236, ""surprise"": 0.1182, ""sadness"": 0.0763, ""disgust"": 0.0698, ""neutral"": 0.0475, ""fear"": 0.0403, ""joy"": 0.0243}"
bp_0_31_0,"got any new ideas, mister little? we may only have time for one more!",['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]",,0.1434659090909091,0.6136363636363636,"{""neutral"": 0.5965, ""surprise"": 0.2988, ""sadness"": 0.0463, ""joy"": 0.0375, ""anger"": 0.0107, ""disgust"": 0.0056, ""fear"": 0.0046}"
bp_0_31_0,"w-we can't die, now!--not when we're so close to our goal-!",['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]",,0.0,0.0,"{""anger"": 0.3143, ""sadness"": 0.2361, ""surprise"": 0.188, ""neutral"": 0.0796, ""fear"": 0.078, ""joy"": 0.0728, ""disgust"": 0.0312}"
bp_0_31_1,i'll stop him!,['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0,"{""anger"": 0.9528, ""fear"": 0.0362, ""sadness"": 0.003, ""surprise"": 0.0026, ""neutral"": 0.0024, ""joy"": 0.0018, ""disgust"": 0.0013}"
bp_0_31_1,zanda!!,['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",NOT_CLASSIFIABLE,0.0,0.0,"{""surprise"": 0.5775, ""joy"": 0.1808, ""neutral"": 0.1265, ""anger"": 0.0629, ""sadness"": 0.0328, ""disgust"": 0.013, ""fear"": 0.0065}"
bp_0_31_1,drop it and run!,['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",ORDER,0.0,0.0,"{""anger"": 0.6452, ""neutral"": 0.2343, ""joy"": 0.0646, ""surprise"": 0.0223, ""disgust"": 0.0183, ""fear"": 0.0081, ""sadness"": 0.0073}"
bp_0_31_1,he's got a disintegrator eye in the back of his head!,['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0,"{""surprise"": 0.4812, ""disgust"": 0.2989, ""anger"": 0.151, ""neutral"": 0.0316, ""sadness"": 0.0221, ""fear"": 0.0096, ""joy"": 0.0057}"
bp_0_32_0,the treasure!nothing can keep me from it!,"['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",,0.0,0.0,"{""surprise"": 0.337, ""anger"": 0.305, ""joy"": 0.1718, ""sadness"": 0.1101, ""neutral"": 0.0454, ""fear"": 0.0233, ""disgust"": 0.0074}"
bp_0_32_0,i-it's all there!,"['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",INFORM,0.0,0.0,"{""surprise"": 0.8327, ""joy"": 0.1183, ""anger"": 0.0206, ""neutral"": 0.0141, ""sadness"": 0.0099, ""disgust"": 0.0022, ""fear"": 0.0021}"
bp_0_32_0,--for the taking!,"['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",INFORM,0.0,0.0,"{""neutral"": 0.3936, ""anger"": 0.3833, ""joy"": 0.0946, ""surprise"": 0.0899, ""fear"": 0.0155, ""disgust"": 0.0124, ""sadness"": 0.0106}"
bp_0_32_0,forget your greed!,"['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",ORDER,0.0,0.0,"{""anger"": 0.9697, ""disgust"": 0.0144, ""neutral"": 0.0058, ""fear"": 0.0029, ""surprise"": 0.0029, ""sadness"": 0.0028, ""joy"": 0.0015}"
bp_0_32_0,"if our friend here regains his full faculties, we're doomed!","['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]",INFORM,0.4375,0.55,"{""sadness"": 0.7323, ""anger"": 0.0845, ""disgust"": 0.078, ""neutral"": 0.0503, ""fear"": 0.0278, ""surprise"": 0.021, ""joy"": 0.006}"
bp_0_32_1,Curse this thing from the ages to come!,"['even as it destroys the stone, the deadly disintegrating ray strikes a far wall and continues its terrifying work ...']","[[74.0, 357.0, 224.0, 443.0]]","[[5.0, 5.0, 461.0, 63.0]]","[[277.0, 399.0, 319.0, 438.0]]",INFORM,0.0,0.0,"{""anger"": 0.7463, ""disgust"": 0.1933, ""neutral"": 0.0225, ""sadness"": 0.0148, ""fear"": 0.0117, ""surprise"": 0.0075, ""joy"": 0.0039}"
bp_0_33_0,"diamonds, pearls, jeweled crowns and cups of gold! there is enough treasure here to random a hundred kingdoms!",[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]",,-0.3125,0.5,"{""surprise"": 0.6015, ""neutral"": 0.2711, ""joy"": 0.0911, ""anger"": 0.0221, ""sadness"": 0.0099, ""disgust"": 0.0026, ""fear"": 0.0018}"
bp_0_33_0,by the stars! each ertifact in this crypt is of priceless value!,[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]",,1.0,1.0,"{""joy"": 0.8528, ""neutral"": 0.1012, ""surprise"": 0.0284, ""anger"": 0.0107, ""sadness"": 0.0036, ""disgust"": 0.0022, ""fear"": 0.0011}"
bp_0_33_0,have you two gone mad!? don't you realize that death is at our very heels!?,[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]",,-0.265625,0.65,"{""surprise"": 0.5578, ""anger"": 0.2775, ""disgust"": 0.0562, ""neutral"": 0.0363, ""sadness"": 0.034, ""fear"": 0.0304, ""joy"": 0.0079}"
bp_0_33_0,we've got work to do-!,[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]",INFORM,0.0,0.0,"{""joy"": 0.7184, ""surprise"": 0.1009, ""neutral"": 0.0749, ""sadness"": 0.0539, ""anger"": 0.0425, ""disgust"": 0.0052, ""fear"": 0.004}"
bp_0_33_3,ugh--!,['a grim reminder comes a split second later! the chamber is rocked by a sharp explosion'],"[[142.0, 75.0, 216.0, 102.0], [293.0, 147.0, 380.0, 212.0]]","[[6.0, 4.0, 423.0, 63.0]]","[[79.0, 203.0, 136.0, 245.0], [372.0, 250.0, 463.0, 397.0]]",BACKCHANNEL,0.0,0.0,"{""anger"": 0.2809, ""disgust"": 0.2624, ""surprise"": 0.1876, ""sadness"": 0.156, ""neutral"": 0.0644, ""joy"": 0.0275, ""fear"": 0.0212}"
bp_0_33_3,let's make tracks!,['a grim reminder comes a split second later! the chamber is rocked by a sharp explosion'],"[[142.0, 75.0, 216.0, 102.0], [293.0, 147.0, 380.0, 212.0]]","[[6.0, 4.0, 423.0, 63.0]]","[[79.0, 203.0, 136.0, 245.0], [372.0, 250.0, 463.0, 397.0]]",ORDER,0.0,0.0,"{""joy"": 0.4786, ""neutral"": 0.4213, ""surprise"": 0.046, ""anger"": 0.0342, ""sadness"": 0.0109, ""disgust"": 0.0046, ""fear"": 0.0044}"
bp_0_33_4,i-it ins't fair! that thing will destroy everything!,"['assisting hiw two stunned companions, the black panther retreats inte the inner recesses of the treasure chamber...']","[[45.0, 78.0, 202.0, 142.0], [244.0, 75.0, 446.0, 161.0]]","[[10.0, 6.0, 458.0, 65.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.3125,0.45,"{""anger"": 0.8918, ""sadness"": 0.0391, ""surprise"": 0.033, ""joy"": 0.0208, ""neutral"": 0.0057, ""disgust"": 0.0051, ""fear"": 0.0045}"
bp_0_33_4,not if we can find the twin to the brass frog mister little carries on his person!,"['assisting hiw two stunned companions, the black panther retreats inte the inner recesses of the treasure chamber...']","[[45.0, 78.0, 202.0, 142.0], [244.0, 75.0, 446.0, 161.0]]","[[10.0, 6.0, 458.0, 65.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",FEEDBACK,-0.234375,0.5,"{""anger"": 0.3643, ""neutral"": 0.3025, ""disgust"": 0.1404, ""surprise"": 0.1254, ""sadness"": 0.0308, ""fear"": 0.0222, ""joy"": 0.0143}"
bp_0_34_0,we did it none too soon! there were only seconds to spare!,[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]",INFORM,0.0,1.0,"{""surprise"": 0.7126, ""neutral"": 0.1656, ""sadness"": 0.0598, ""joy"": 0.0361, ""anger"": 0.0192, ""disgust"": 0.0046, ""fear"": 0.0021}"
bp_0_34_0,flashing comets!! this was too close for comfort!!,[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]",INFORM,0.0,0.0,"{""joy"": 0.5818, ""surprise"": 0.2786, ""neutral"": 0.1128, ""sadness"": 0.0145, ""anger"": 0.008, ""disgust"": 0.0025, ""fear"": 0.0017}"
bp_0_34_0,our lives meant nothing to him! we would have died like insects!,[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]",INFORM,0.0,0.0,"{""anger"": 0.7704, ""disgust"": 0.0739, ""sadness"": 0.0712, ""surprise"": 0.0414, ""neutral"": 0.021, ""fear"": 0.0171, ""joy"": 0.005}"
bp_0_34_0,let's face it. the man belonged to another time-- another place--! let's hope that he stays there!,[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]",CLOSE,0.0,0.0,"{""anger"": 0.4947, ""neutral"": 0.1327, ""surprise"": 0.1232, ""joy"": 0.0983, ""sadness"": 0.0727, ""disgust"": 0.0683, ""fear"": 0.0101}"
bp_0_35_2,he's not going to make it! our only chance may be to run!,[],"[[1.0, 1.0, 183.0, 79.0], [100.0, 80.0, 209.0, 181.0], [197.0, 2.0, 439.0, 95.0]]",[],"[[12.0, 103.0, 118.0, 225.0], [9.0, 102.0, 118.0, 223.0], [158.0, 94.0, 353.0, 318.0]]",,0.0,1.0,"{""sadness"": 0.7661, ""surprise"": 0.0939, ""anger"": 0.0783, ""neutral"": 0.0323, ""joy"": 0.0121, ""disgust"": 0.0102, ""fear"": 0.0071}"
bp_0_35_2,what are you up to now!?,[],"[[1.0, 1.0, 183.0, 79.0], [100.0, 80.0, 209.0, 181.0], [197.0, 2.0, 439.0, 95.0]]",[],"[[12.0, 103.0, 118.0, 225.0], [9.0, 102.0, 118.0, 223.0], [158.0, 94.0, 353.0, 318.0]]",WHY_QUESTION,0.0,0.0,"{""surprise"": 0.8112, ""anger"": 0.0805, ""neutral"": 0.0495, ""sadness"": 0.0225, ""disgust"": 0.0189, ""fear"": 0.0104, ""joy"": 0.007}"
bp_0_35_2,"i'm testing another of these objects! don't interfere, princess zanda!",[],"[[1.0, 1.0, 183.0, 79.0], [100.0, 80.0, 209.0, 181.0], [197.0, 2.0, 439.0, 95.0]]",[],"[[12.0, 103.0, 118.0, 225.0], [9.0, 102.0, 118.0, 223.0], [158.0, 94.0, 353.0, 318.0]]",,0.0,0.0,"{""joy"": 0.4575, ""anger"": 0.2697, ""neutral"": 0.1591, ""surprise"": 0.0811, ""sadness"": 0.0195, ""fear"": 0.0082, ""disgust"": 0.0048}"
bp_0_35_3,poor girl! no wonder shes shy and retiring!,[],"[[37.0, 26.0, 318.0, 129.0]]",[],"[[114.0, 296.0, 304.0, 554.0]]",,-0.5625,0.55,"{""fear"": 0.4454, ""sadness"": 0.3663, ""surprise"": 0.0939, ""neutral"": 0.0719, ""disgust"": 0.0093, ""anger"": 0.007, ""joy"": 0.0061}"
bp_0_36_0,hasn't it sunk into your clouded minds that this plice is one big mine field?!! each ornament here may strike us with lethal force at any given moment!,[],"[[9.0, 6.0, 366.0, 217.0], [289.0, 62.0, 387.0, 202.0]]",[],"[[85.0, 79.0, 314.0, 311.0], [85.0, 79.0, 314.0, 308.0]]",,0.0,0.1,"{""anger"": 0.5579, ""fear"": 0.3155, ""surprise"": 0.0674, ""neutral"": 0.031, ""sadness"": 0.0123, ""disgust"": 0.0121, ""joy"": 0.0038}"
bp_0_36_0,each of us must help the others keep their head!,[],"[[9.0, 6.0, 366.0, 217.0], [289.0, 62.0, 387.0, 202.0]]",[],"[[85.0, 79.0, 314.0, 311.0], [85.0, 79.0, 314.0, 308.0]]",ORDER,0.0,0.0,"{""anger"": 0.6833, ""neutral"": 0.1432, ""disgust"": 0.0689, ""fear"": 0.04, ""sadness"": 0.0369, ""joy"": 0.0161, ""surprise"": 0.0115}"
bp_0_36_4,"see here, young fellow! you've no right to snatch that artifact! it's mine -- by right of possession!",[],"[[5.0, 4.0, 171.0, 154.0], [284.0, 3.0, 425.0, 130.0]]",[],"[[12.0, 203.0, 195.0, 376.0], [203.0, 24.0, 304.0, 166.0]]",,0.10119047619047618,0.4904761904761905,"{""anger"": 0.732, ""disgust"": 0.1072, ""surprise"": 0.071, ""sadness"": 0.0313, ""neutral"": 0.0307, ""joy"": 0.0141, ""fear"": 0.0137}"
bp_0_36_4,you two collectors have meddled enough with the objects in this tomb!,[],"[[5.0, 4.0, 171.0, 154.0], [284.0, 3.0, 425.0, 130.0]]",[],"[[12.0, 203.0, 195.0, 376.0], [203.0, 24.0, 304.0, 166.0]]",INFORM,0.0,0.5,"{""anger"": 0.7669, ""disgust"": 0.1168, ""surprise"": 0.0541, ""neutral"": 0.0332, ""sadness"": 0.0156, ""joy"": 0.0077, ""fear"": 0.0055}"
bp_0_37_2,"yes, that's so! abner little is prone to the collector's syndrone but he does keep his word!",[],"[[4.0, 5.0, 191.0, 123.0], [200.0, 8.0, 403.0, 82.0]]",[],"[[14.0, 131.0, 148.0, 283.0], [290.0, 61.0, 403.0, 171.0]]",,-0.234375,0.5,"{""neutral"": 0.7626, ""anger"": 0.0689, ""disgust"": 0.0573, ""surprise"": 0.0529, ""sadness"": 0.0258, ""joy"": 0.0224, ""fear"": 0.0101}"
