dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
"[""sounded like a scream coming from that shack""]",[],1032_5_5,"[[242.0, 11.0, 637.0, 229.0]]",[],"[[280.0, 303.0, 331.0, 358.0]]"
"[""aaargh!"", ""dismount and form a skirmish line! it ' s a solitary sniper! we have nothing to fear!""]",[],1033_21_1,"[[30.0, 72.0, 283.0, 212.0], [284.0, 0.0, 651.0, 239.0]]",[],"[[280.0, 373.0, 311.0, 407.0], [569.0, 449.0, 629.0, 524.0]]"
"[""and now there ' s none!"", ""mppf! choke e""]",[],1033_21_5,"[[0.0, 7.0, 239.0, 145.0], [242.0, 8.0, 459.0, 129.0]]",[],"[[16.0, 322.0, 76.0, 480.0], [141.0, 400.0, 306.0, 573.0]]"
"[""that ' s not a goo enough reaso for endangerin men ' s lives!moun up muley! , wer going to have heart - to - heaf talk with bra horton right now!""]",[],1034_21_3,"[[10.0, 1.0, 327.0, 417.0]]",[],"[[164.0, 599.0, 177.0, 611.0]]"
"[""you hear somebody yell jist then, durango ?"", ""sounded like muley! let ' s ride  up and see what ' s wrong!""]",['earby two horsemen passin through the territory rein and listen intently'],1034_3_6,"[[25.0, 158.0, 308.0, 378.0], [228.0, 168.0, 589.0, 387.0]]","[[0.0, 12.0, 580.0, 185.0]]","[[100.0, 533.0, 142.0, 572.0], [279.0, 451.0, 314.0, 490.0]]"
"[""the deputy ' s in no shape to ride with us muley! we'll backtrain him to where the sheriff ' s plenty of time before the rodeq starts ,""]",['aleman with the depitybadg has barely finished his story'],1034_5_5,"[[0.0, 166.0, 560.0, 424.0]]","[[0.0, 22.0, 554.0, 168.0]]","[[306.0, 568.0, 377.0, 651.0]]"
"[""what you need as button hole maker like this ... it costs only $100 and fits on your sewing machine --- and its so simple to operate!""]",[],1035_1_1,"[[8.0, 0.0, 293.0, 74.0]]",[],"[[91.0, 93.0, 132.0, 139.0]]"
"[""it's only a rash powder i spread over the city. i scared them into selling real estate agent buy it for me. this entire town stands on a huge copper mine which wanted.""]",[],1037_8_4,"[[17.0, 12.0, 337.0, 243.0]]",[],"[[35.0, 252.0, 299.0, 562.0]]"
"[""thank you mr.coyne thank... ooh..."", ""the case has started, terry. come on!""]","[""at the very portals of the detective's office... long grasping hands reach out.""]",1038_37_8,"[[125.0, 80.0, 349.0, 179.0], [217.0, 163.0, 432.0, 275.0]]","[[11.0, 0.0, 458.0, 78.0]]","[[79.0, 182.0, 148.0, 257.0], [313.0, 334.0, 372.0, 383.0]]"
"[""ohh!""]",[],103_43_1,"[[42.0, 2.0, 202.0, 88.0]]",[],"[[32.0, 197.0, 119.0, 298.0]]"
"[""i know it ' s late, mustapha ahmed but ive got to have a look around your shop. .. tonight! ill explain when you get there ...but for the love of pete, dont waste any time!""]",['meanwhile .'],103_46_7,"[[0.0, 14.0, 394.0, 176.0]]","[[0.0, 1.0, 215.0, 29.0]]","[[255.0, 309.0, 321.0, 402.0]]"
"[""ach himmel.... it's dot mad man!""]",[],1041_44_5,"[[48.0, 48.0, 351.0, 122.0]]",[],"[[14.0, 126.0, 280.0, 510.0]]"
"[""hope you have better luck with this one than you had with the others."", ""yes-- but if she lives i'll have to kill her anyway.""]",[],1042_41_0,"[[4.0, 5.0, 347.0, 152.0], [316.0, 2.0, 508.0, 140.0]]",[],"[[179.0, 115.0, 265.0, 214.0], [314.0, 185.0, 409.0, 286.0]]"
"[""maybe your hunch is right!""]",['sleepy hollow'],1043_7_3,"[[167.0, 130.0, 377.0, 232.0]]","[[479.0, 437.0, 585.0, 531.0]]","[[381.0, 265.0, 399.0, 280.0]]"
"[""wow! he crashed through the building!"", ""i'll be back to explain some day, pal!""]",[],1045_8_6,"[[35.0, 0.0, 273.0, 74.0], [354.0, 34.0, 557.0, 108.0]]",[],"[[48.0, 75.0, 59.0, 86.0], [376.0, 151.0, 437.0, 214.0]]"
"[""wait'll i get my hands on you!"", ""dogs-- i hate them!""]",[],1054_61_4,"[[41.0, 2.0, 543.0, 61.0], [133.0, 56.0, 332.0, 112.0]]",[],"[[260.0, 117.0, 376.0, 243.0], [25.0, 156.0, 107.0, 225.0]]"
"[""monster or not-- nothing is going to stop me from having this treasure!""]",['ickly cent ask rried wn the eps and ened e door. e gold s still ere...'],1065_20_0,"[[179.0, 0.0, 399.0, 88.0]]","[[0.0, 0.0, 66.0, 264.0]]","[[164.0, 36.0, 218.0, 94.0]]"
"[""don't worry... i'm not going to touch you. i'm not even going anywhere near you! in fact, i'm going to leave you all alone!""]",[],1067_16_2,"[[7.0, 41.0, 382.0, 187.0]]",[],"[[80.0, 196.0, 353.0, 529.0]]"
"[""thank god she's leaving... if i heard her voice another minute, i would go mad!"", ""here another minute with a numbskull like you, youre crazier than i think you are! --and you know how crazy that is!""]",[],1069_43_5,"[[2.0, 19.0, 270.0, 174.0], [268.0, 0.0, 766.0, 114.0]]",[],"[[250.0, 221.0, 299.0, 292.0], [657.0, 257.0, 711.0, 316.0]]"
"[""the child's half-mad. she may harm janice, even elaw at her face so that she won't be alone in her ugli-ness! i've got to go in there!""]","[""wineed as hulda' s raucous croaking rose in shrill crescendo, and compassion give way to fear...""]",1070_43_1,"[[489.0, 111.0, 743.0, 350.0]]","[[0.0, 0.0, 815.0, 94.0]]","[[453.0, 380.0, 505.0, 435.0]]"
"[""hurry, kola, before ol' stringo hears you!""]",[],1080_6_5,"[[67.0, 1.0, 311.0, 91.0]]",[],"[[310.0, 130.0, 404.0, 213.0]]"
"[""sorry old boy! i can't wait!""]",['a thunderbolt attack hurls him to the wall!'],1093_52_4,"[[11.0, 20.0, 221.0, 88.0]]","[[353.0, 22.0, 560.0, 96.0]]","[[67.0, 92.0, 153.0, 188.0]]"
"[""the black terror! i wonder who he is? why can't you be like him, bob... instead of a--a scared mouse?"", ""don't be silly, jean... imagine me like the terror! forget it!""]",[],1095_16_3,"[[0.0, 3.0, 211.0, 114.0], [186.0, 4.0, 362.0, 89.0]]",[],"[[17.0, 148.0, 116.0, 269.0], [191.0, 121.0, 240.0, 187.0]]"
"[""yes, i'm making that hop to yemen--"", ""sorry to disagree!""]",[],1096_26_6,"[[84.0, 12.0, 225.0, 67.0], [232.0, 12.0, 345.0, 50.0]]",[],"[[83.0, 79.0, 103.0, 103.0], [238.0, 66.0, 271.0, 91.0]]"
"[""ideal for hiding prisoners .. for starving them humble. for preparing them to babble the secrets the red spies want to know""]",[],10_26_3,"[[129.0, 45.0, 454.0, 183.0]]",[],"[[100.0, 335.0, 162.0, 414.0]]"
"[""alley-oop!"", ""yank 'im down!""]",['ith a leap worthy of tarzan--'],1101_44_1,"[[11.0, 31.0, 165.0, 141.0], [61.0, 253.0, 250.0, 362.0]]","[[0.0, 0.0, 625.0, 27.0]]","[[284.0, 245.0, 355.0, 311.0], [135.0, 454.0, 182.0, 522.0]]"
"[""good evening, ladies and gentlemen! it's the big night for the milk fund bouts! we have a capacity crowd here to see the black terror himself, aided by his young partner, who will open the festivities by battling six rugged boxers!""]",['that night...'],1111_16_0,"[[29.0, 32.0, 506.0, 205.0]]","[[16.0, 0.0, 269.0, 34.0]]","[[97.0, 225.0, 267.0, 410.0]]"
"[""the jungle is no place for beasts like you!"", ""it's the jungle girl!""]",[],1111_7_1,"[[8.0, 11.0, 276.0, 109.0], [309.0, 21.0, 456.0, 103.0]]",[],"[[233.0, 95.0, 282.0, 155.0], [349.0, 120.0, 435.0, 208.0]]"
"[""yaaaagh!"", ""my warning has saved you! farewell!""]",[],1123_65_1,"[[11.0, 25.0, 150.0, 113.0], [203.0, 24.0, 339.0, 79.0]]",[],"[[173.0, 98.0, 195.0, 122.0], [173.0, 98.0, 195.0, 122.0]]"
"[""a direct hit! ah! this machine is working great!""]",['from the security of his mountain fort-ress the cowardly moloka watches with satisfaction the deadly work of his diabolical invention!'],1145_54_0,"[[82.0, 122.0, 381.0, 232.0]]","[[5.0, 3.0, 550.0, 127.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
"[""oooooo-wah!""]","['but the neanderthal man sees in flip, a strange thing-there-fore an enemy---he charges!']",1146_18_4,"[[79.0, 167.0, 612.0, 281.0]]","[[71.0, 1.0, 796.0, 163.0]]","[[695.0, 182.0, 805.0, 315.0]]"
"[""i'm going to cut you into pieces, slowly- very slowly but no one else must see it. i must be alone just you two and i.""]",[],1146_42_2,"[[462.0, 21.0, 934.0, 457.0]]",[],"[[71.0, 130.0, 395.0, 524.0]]"
"[""i am draw fight""]","[""aniumah daris in, seizes jedba's spear, and wrenches it with all her sinous strength!"", 'though momentarily blinded, fan mah instinc-ely dodges bas deadly']",1152_109_1,"[[331.0, 0.0, 384.0, 53.0]]","[[0.0, 0.0, 272.0, 46.0], [2.0, 417.0, 127.0, 553.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
"[""the tunnel grows wider..."", ""look! even fury can sense the evil about this place!""]",[],1152_190_2,"[[0.0, 20.0, 143.0, 94.0], [165.0, 20.0, 437.0, 94.0]]",[],"[[45.0, 212.0, 81.0, 271.0], [132.0, 229.0, 161.0, 265.0]]"
"[""you must be the mystery woman! we're explorers. you saved my life, thanks..."", ""it was nothing. i leave you now, come, fury!""]",[],1152_26_7,"[[0.0, 3.0, 113.0, 115.0], [81.0, 59.0, 164.0, 166.0]]",[],"[[26.0, 204.0, 75.0, 265.0], [85.0, 221.0, 144.0, 281.0]]"
"[""uhh- a sniper!""]",['suddenly...'],1155_3_4,"[[187.0, 13.0, 305.0, 85.0]]","[[4.0, 18.0, 152.0, 62.0]]","[[231.0, 123.0, 295.0, 207.0]]"
"[""captain marvel!""]",['by uttering magic ph captain m freddy fr a poor boy bec captain m jr.the wo mightier boy.'],1158_86_0,"[[283.0, 27.0, 406.0, 108.0]]","[[648.0, 25.0, 898.0, 256.0]]","[[320.0, 130.0, 386.0, 199.0]]"
"[""beloved, this world seems strange and terrible!"", ""it is still full of evils, such as we never dreamed of! but with the ibistick, we shall drive them away!""]","['such is the story of prince ibis, and now he comes to the modern world as the cahampion of right']",1163_14_5,"[[13.0, 19.0, 189.0, 108.0], [184.0, 4.0, 401.0, 160.0]]","[[15.0, 303.0, 392.0, 360.0]]","[[84.0, 163.0, 138.0, 227.0], [194.0, 127.0, 251.0, 199.0]]"
"[""you surprised everyone but me, fritz!""]","['as the nazi releases his cargo of death, the flying coffin drops out of the sky!']",116_46_5,"[[28.0, 115.0, 342.0, 253.0]]","[[18.0, 31.0, 600.0, 124.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
"[""as a matter of fact we're not even sure grissac is a gentleman- no one has ever really seen him! who knows? he may even be a woman!""]",[],1172_2_7,"[[79.0, 0.0, 338.0, 141.0]]",[],"[[215.0, 126.0, 282.0, 212.0]]"
"[""oh, there's vincent! -see he's standing behind that girl-- isn't this thrilling?"", ""quite""]",[],1173_35_7,"[[4.0, 0.0, 245.0, 185.0], [260.0, 27.0, 361.0, 98.0]]",[],"[[28.0, 205.0, 160.0, 326.0], [221.0, 174.0, 314.0, 287.0]]"
"[""thanks for announcing me!""]",['a startled martian shouts a warning.'],1178_24_6,"[[16.0, 104.0, 199.0, 164.0]]","[[4.0, 46.0, 258.0, 110.0]]","[[88.0, 165.0, 139.0, 229.0]]"
"[""what a guy!!!- today's action was one or the cleverest bits of strategy pulled off in this war!"", ""and how!""]","[""you can again roar along with the iron ace... in next month's air fighters comics!""]",117_24_6,"[[99.0, 8.0, 274.0, 182.0], [204.0, 166.0, 274.0, 234.0]]","[[12.0, 337.0, 274.0, 413.0]]","[[44.0, 220.0, 139.0, 320.0], [199.0, 246.0, 274.0, 340.0]]"
"[""pardon my intrusion""]",[],1183_12_8,"[[79.0, 25.0, 319.0, 125.0]]",[],"[[125.0, 189.0, 174.0, 240.0]]"
"[""jeeves you've got to tell me... where is he?"", ""i don't know what you're talking about ma'am""]","['and so the ugly man vanishes again into obscurity! later that night mary blake, the actress calls at the home of the missing frank rollins...']",1186_9_0,"[[2.0, 128.0, 193.0, 249.0], [187.0, 129.0, 472.0, 229.0]]","[[0.0, 6.0, 499.0, 122.0]]","[[158.0, 197.0, 222.0, 281.0], [338.0, 192.0, 388.0, 261.0]]"
"[""pretty balloons! but they are not quite what they seem, my friends!""]",[],1189_25_0,"[[13.0, 313.0, 354.0, 457.0]]",[],"[[97.0, 66.0, 200.0, 195.0]]"
"[""first, you place one on a good spot where everybody can see it, turn the little key and...""]",[],1189_30_1,"[[0.0, 2.0, 307.0, 134.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"[""this young man is due for a surprise!""]",['as he hurries to the field a sentry blocks his way...'],1192_40_5,"[[6.0, 65.0, 230.0, 166.0]]","[[0.0, 8.0, 306.0, 58.0]]","[[211.0, 169.0, 279.0, 248.0]]"
"[""it is ready senor.""]",['ahead...'],1206_44_0,"[[119.0, 9.0, 262.0, 87.0]]","[[1.0, 4.0, 109.0, 37.0]]","[[203.0, 117.0, 223.0, 143.0]]"
"[""island!! i tremble with fright!""]",[],1209_33_4,"[[88.0, 0.0, 274.0, 87.0]]",[],"[[122.0, 369.0, 165.0, 427.0]]"
"[""sorry to argue, chief, but you sent me over the wrong island.. nothing below but a lot of radio silence!""]",['but the next day...'],1219_19_1,"[[146.0, 40.0, 434.0, 132.0]]","[[9.0, 19.0, 94.0, 94.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
"[""oh-oh! a horse's whinny... somebody's been watching from up there!"", ""i'll just take a look!""]",[],1238_22_0,"[[67.0, 1.0, 362.0, 84.0], [504.0, 5.0, 682.0, 55.0]]",[],"[[155.0, 181.0, 375.0, 398.0], [619.0, 270.0, 639.0, 290.0]]"
"[""very well, we shall besin the first lesson with the proper way to rattle chains!"", ""i've got some here, teacher""]",[],123_21_5,"[[15.0, 3.0, 298.0, 105.0], [313.0, 4.0, 484.0, 87.0]]",[],"[[37.0, 118.0, 174.0, 233.0], [313.0, 228.0, 396.0, 317.0]]"
"[""shaddop... you numbskull! i'll settle the yank's hash... after we give the rajah the works!""]",[],1240_32_0,"[[12.0, 0.0, 208.0, 117.0]]",[],"[[96.0, 164.0, 232.0, 336.0]]"
"[""you clumsy young fool! what kind of a glass-blower are you if you take no pride in your work?""]",[],1243_4_6,"[[0.0, 0.0, 351.0, 79.0]]",[],"[[128.0, 103.0, 266.0, 267.0]]"
"[""explode the dynamite charges!"", ""that is excellent!""]",[],1254_65_1,"[[8.0, 138.0, 178.0, 223.0], [145.0, 163.0, 300.0, 267.0]]",[],"[[52.0, 239.0, 166.0, 326.0], [50.0, 239.0, 167.0, 325.0]]"
"[""die -- vile beast! and take your curse with you to the depths of hades from which you came"", ""erryowww!""]",['the monster dies with a ghastly shriek...'],125_30_4,"[[14.0, 55.0, 343.0, 183.0], [316.0, 36.0, 468.0, 136.0]]","[[0.0, 5.0, 303.0, 68.0]]","[[229.0, 121.0, 351.0, 264.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""amy! that's terrible! i -- i couldn't do that to any one!""]",['as she whispers her plan jim taunton feels himself go rigid with horror! he wants to get'],125_5_4,"[[170.0, 100.0, 471.0, 188.0]]","[[25.0, 39.0, 447.0, 113.0]]","[[247.0, 159.0, 354.0, 309.0]]"
"[""oof!""]","['they rushed me, but luckily i remembered the judo i had been taught in basic training...']",1261_28_6,"[[124.0, 59.0, 228.0, 123.0]]","[[0.0, 1.0, 590.0, 61.0]]","[[352.0, 169.0, 429.0, 236.0]]"
"[""that is a break for you! we had the car with the 250 g's! we could have lammed out and never bothered with moroni at all! fate was against us!!"", ""true, scull, true! your greed and revenge played against each other with death holding the stakes! it is too bad that death will not return them!!""]",[],1263_21_4,"[[1.0, 1.0, 208.0, 237.0], [176.0, 0.0, 440.0, 188.0]]",[],"[[38.0, 224.0, 79.0, 271.0], [219.0, 236.0, 252.0, 275.0]]"
"[""sorry, big boy, but you've gotta check a your weapons here... concealed or not""]",[],1265_21_3,"[[88.0, 23.0, 303.0, 155.0]]",[],"[[222.0, 112.0, 279.0, 209.0]]"
"[""brrr! even the air in this place has the chill of death!""]",[],1269_49_2,"[[4.0, 41.0, 306.0, 201.0]]",[],"[[418.0, 374.0, 441.0, 395.0]]"
"[""golly, atlas builds muscles fast! just watch my smoke now!""]",[],1278_35_3,"[[0.0, 20.0, 449.0, 167.0]]",[],"[[162.0, 139.0, 223.0, 208.0]]"
"[""easy does it!""]",[],1284_49_2,"[[328.0, 0.0, 484.0, 54.0]]",[],"[[277.0, 69.0, 371.0, 186.0]]"
"[""r! quit kicking at sand in faces!"", ""that man the worst uisance on the beach"", ""listen here, i'd smash your face... only you're so skinny you might dry up and blow away."", ""the big bully! i'll get even some day"", ""oh don't let it bother you little boy""]",[],1288_49_1,"[[0.0, 5.0, 113.0, 72.0], [0.0, 54.0, 83.0, 144.0], [143.0, 0.0, 403.0, 65.0], [416.0, 0.0, 534.0, 68.0], [583.0, 0.0, 677.0, 52.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [318.0, 49.0, 348.0, 76.0], [518.0, 33.0, 544.0, 66.0], [568.0, 45.0, 594.0, 71.0]]"
"[""but.... what's that saying about bringing the mountain to sonebody??""]",[],1294_30_3,"[[13.0, 0.0, 221.0, 79.0]]",[],"[[31.0, 92.0, 192.0, 242.0]]"
"[""goodbye darling! have a nice day... be safe"", ""goodbye, dear! take care of yourself and little alice...""]",[],129_20_2,"[[24.0, 13.0, 204.0, 116.0], [201.0, 14.0, 360.0, 148.0]]",[],"[[55.0, 141.0, 127.0, 221.0], [248.0, 232.0, 326.0, 299.0]]"
"[""gnomies""]",[],1302_31_6,"[[101.0, 72.0, 337.0, 246.0]]",[],"[[273.0, 367.0, 397.0, 482.0]]"
"[""hear what miss screech says? we're gonna be great like caruso!"", ""aaah! i don't want to sing like caruso...""]",[],1304_38_1,"[[1.0, 0.0, 336.0, 132.0], [331.0, 0.0, 611.0, 127.0]]",[],"[[132.0, 297.0, 241.0, 392.0], [322.0, 277.0, 442.0, 381.0]]"
"[""gosh! if i could only sing like him! hmmm... hmmm... la - di daaaa""]",['frank sanata in person'],1304_39_4,"[[206.0, 8.0, 541.0, 130.0]]","[[310.0, 102.0, 528.0, 395.0]]","[[132.0, 203.0, 263.0, 307.0]]"
"[""say! i almost forgot i made another improvement on your flying suit! you should do about two hundred miles an hour now!""]",[],1318_44_2,"[[94.0, 1.0, 393.0, 180.0]]",[],"[[219.0, 213.0, 333.0, 346.0]]"
"[""you ordered it to stand up, and it --ulp!-- obeyed!!"", ""it's unbelievable!"", ""haw! haw! ya ain't seen nothin' yet!!"", ""cou up to je"", ""come a runnin',"", ""look out!"", ""you'll be run""]",[],1323_4_0,"[[0.0, 11.0, 222.0, 118.0], [194.0, 12.0, 438.0, 87.0], [235.0, 89.0, 467.0, 189.0], [462.0, 6.0, 544.0, 96.0], [1.0, 429.0, 179.0, 494.0], [186.0, 429.0, 326.0, 494.0], [327.0, 421.0, 464.0, 494.0]]",[],"[[74.0, 172.0, 152.0, 266.0], [189.0, 176.0, 250.0, 253.0], [310.0, 201.0, 406.0, 332.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""(1) the public will learn about the embarrassing episode of the handcuffs, and (2) your superiors will learn that someone other than yourself solved this case.""]",[],1325_26_1,"[[2.0, 3.0, 350.0, 183.0]]",[],"[[146.0, 195.0, 358.0, 422.0]]"
"[""now all i've got to do is make it back!"", ""you will! keep going- you lucky stiff!""]",[],132_10_2,"[[17.0, 36.0, 252.0, 129.0], [232.0, 41.0, 546.0, 116.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""laurel, i shouldn't have put you through this! you really do love brad very much don't you?""]",['to brad and wanda. they were still completely unaware of anything but each other. i knew now that my love for brad was dead!'],1349_8_3,"[[25.0, 62.0, 468.0, 126.0]]","[[0.0, 0.0, 470.0, 60.0]]","[[130.0, 160.0, 214.0, 279.0]]"
"[""wow! boy, there must be an irritated squirrel up there!""]",[],1359_23_3,"[[192.0, 6.0, 484.0, 149.0]]",[],"[[408.0, 102.0, 469.0, 152.0]]"
"[""here goes i'm wishing!""]",[],135_9_3,"[[4.0, 6.0, 270.0, 96.0]]",[],"[[152.0, 154.0, 203.0, 210.0]]"
"[""a face!""]",[],1364_30_3,"[[197.0, 10.0, 404.0, 157.0]]",[],"[[20.0, 23.0, 170.0, 278.0]]"
"[""we have the greatest boss in the world!!"", ""you bet!!! three cheers for robin\thood!!""]",[],1368_26_4,"[[6.0, 21.0, 143.0, 113.0], [123.0, 17.0, 254.0, 128.0]]",[],"[[72.0, 197.0, 95.0, 220.0], [129.0, 203.0, 154.0, 229.0]]"
"[""i spent my fortune trying to find archibald! i have become poor... a lost soul without him! and i thank you boys for finding him..."", ""hmm... that's very interesting windy, but what was your act on the stage?""]",[],1372_18_1,"[[1.0, 14.0, 277.0, 153.0], [347.0, 15.0, 571.0, 112.0]]",[],"[[169.0, 171.0, 287.0, 272.0], [514.0, 208.0, 564.0, 322.0]]"
"[""why that nervy cuss! if he moved my car.....!""]",[],1377_61_4,"[[0.0, 21.0, 295.0, 115.0]]",[],"[[188.0, 100.0, 261.0, 184.0]]"
"[""maybe i should have stayed home!""]",['first aid'],137_15_5,"[[44.0, 23.0, 227.0, 141.0]]","[[227.0, 92.0, 349.0, 142.0]]","[[188.0, 159.0, 296.0, 268.0]]"
"[""y-o-o-o-w-w! all thes complaints about crosse lines are driving me crazy! locate the trouble, somebody. or everybody is fired - including myself!""]",[],137_47_3,"[[43.0, 14.0, 400.0, 180.0]]",[],"[[172.0, 199.0, 240.0, 261.0]]"
"[""this!""]",[],1394_20_2,"[[96.0, 12.0, 244.0, 77.0]]",[],"[[64.0, 168.0, 227.0, 330.0]]"
"[""but there was somebody else in this cabin! out as i came in!""]",[],1395_7_9,"[[4.0, 7.0, 189.0, 137.0]]",[],"[[68.0, 241.0, 96.0, 267.0]]"
"[""let's beat it."", ""you said it. we're lucky to be alive""]",[],139_34_4,"[[40.0, 6.0, 200.0, 36.0], [186.0, 60.0, 311.0, 142.0]]",[],"[[19.0, 50.0, 84.0, 130.0], [178.0, 159.0, 239.0, 227.0]]"
"[""i'm slipping!"", ""oops!"", ""of all the luck!""]",[],1406_13_3,"[[21.0, 34.0, 233.0, 128.0], [162.0, 120.0, 289.0, 226.0], [385.0, 31.0, 522.0, 164.0]]",[],"[[78.0, 264.0, 110.0, 305.0], [220.0, 260.0, 255.0, 299.0], [492.0, 158.0, 592.0, 220.0]]"
"[""o-ooh! what hit me?"", ""now i remember- what a fool i was!""]",['fife begins to re-gain his senses.'],1410_55_7,"[[54.0, 107.0, 407.0, 219.0], [472.0, 34.0, 776.0, 209.0]]","[[32.0, 42.0, 470.0, 128.0]]","[[261.0, 289.0, 318.0, 351.0], [617.0, 259.0, 697.0, 351.0]]"
"[""oh-ho! that's what you think, my conceited friend!""]",['but as he lifts the glass to drink-'],1410_5_3,"[[69.0, 78.0, 530.0, 251.0]]","[[35.0, 0.0, 613.0, 89.0]]","[[303.0, 330.0, 379.0, 399.0]]"
"[""oh boy! a chipmunk!""]",[],1418_14_4,"[[48.0, 0.0, 529.0, 82.0]]",[],"[[170.0, 143.0, 520.0, 461.0]]"
"[""i wonder where the second clue is! nobody seems to have found it yet!""]",['meanwhile ----'],1419_68_4,"[[25.0, 48.0, 425.0, 127.0]]","[[0.0, 7.0, 453.0, 48.0]]","[[45.0, 237.0, 142.0, 324.0]]"
"[""father!""]",[],1421_25_2,"[[41.0, 48.0, 163.0, 92.0]]",[],"[[135.0, 120.0, 274.0, 318.0]]"
"[""the contents of the jar are sacred! upon their safe deliv-ery depends the success of our great cause in china! i know you will not fail us!""]",[],1423_44_5,"[[4.0, 11.0, 279.0, 213.0]]",[],"[[53.0, 245.0, 223.0, 433.0]]"
"[""hurry men, as soon as you get there, attack the mercurian ships. that's our only hope for saving blaze!""]",['the earthmen enter the sound-wave machine to be carried to venus...'],1433_45_6,"[[28.0, 58.0, 286.0, 176.0]]","[[10.0, 0.0, 358.0, 45.0]]","[[37.0, 154.0, 68.0, 188.0]]"
"[""woops! i guess our friend broke the news to his playmates!""]",[],1436_25_9,"[[34.0, 14.0, 369.0, 90.0]]",[],"[[207.0, 149.0, 264.0, 212.0]]"
"[""oh- my head!""]",[],1436_43_7,"[[157.0, 110.0, 253.0, 178.0]]",[],"[[88.0, 87.0, 145.0, 150.0]]"
"[""inspector, i'm so sorry! this happened all because of me!""]","[""rod is fished out and receives lydia van deer's warm sympathy.""]",1437_21_3,"[[83.0, 75.0, 326.0, 163.0]]","[[2.0, 13.0, 322.0, 81.0]]","[[144.0, 130.0, 187.0, 181.0]]"
"[""wow! that was a close call. but i made a bulls-ye on the depot!""]",['darrow pulls back his stick not a moment too soon'],1439_43_0,"[[181.0, 389.0, 478.0, 561.0]]","[[0.0, 7.0, 478.0, 91.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
"[""uh.. whew! my head... rick, i'm going to the office."", ""check up the license number?? i'll stay here!""]",['a few minutes later..'],1440_34_6,"[[0.0, 58.0, 205.0, 211.0], [210.0, 57.0, 434.0, 192.0]]","[[0.0, 25.0, 347.0, 65.0]]","[[34.0, 352.0, 161.0, 514.0], [194.0, 238.0, 415.0, 563.0]]"
"[""careful tawny! he may be only playing dead!""]","['not far off, lion boy holds back tawny as they near the fallen man.']",1440_45_2,"[[201.0, 124.0, 411.0, 252.0]]","[[0.0, 36.0, 427.0, 122.0]]","[[135.0, 213.0, 190.0, 277.0]]"
"[""the great defender!! come inside, quickly!""]","[""curtis's door is opened cautiously by dr. gilbert falk.""]",1440_4_5,"[[130.0, 84.0, 442.0, 179.0]]","[[24.0, 18.0, 453.0, 88.0]]","[[197.0, 148.0, 271.0, 247.0]]"
"[""nice catch!""]",[],1441_7_5,"[[152.0, 21.0, 262.0, 89.0]]",[],"[[61.0, 71.0, 164.0, 201.0]]"
"[""i hope this boy will help a lady in distress! i must get to town!""]",[],1448_23_7,"[[25.0, 0.0, 402.0, 147.0]]",[],"[[32.0, 292.0, 167.0, 441.0]]"
"[""oh... there you are!""]",[],1449_54_1,"[[126.0, 44.0, 430.0, 202.0]]",[],"[[180.0, 261.0, 272.0, 363.0]]"
"[""follow me!""]",['hit comics'],1451_37_1,"[[0.0, 66.0, 101.0, 150.0]]","[[30.0, 3.0, 267.0, 33.0]]","[[38.0, 215.0, 143.0, 329.0]]"
"[""i'll protect the city with my in-visible ray, you counter-attack with the fleet!""]",[],1459_42_1,"[[80.0, 45.0, 453.0, 191.0]]",[],"[[157.0, 190.0, 278.0, 300.0]]"
"[""luck!.. ahem, now do you believe in my lucky charm?""]",[],1459_48_9,"[[40.0, 14.0, 359.0, 138.0]]",[],"[[35.0, 113.0, 215.0, 340.0]]"
"[""hah! i'll have some excitement to tell of""]",['nearby was camped a tribe of unfriendly red men..'],1460_55_5,"[[67.0, 144.0, 257.0, 241.0]]","[[16.0, 10.0, 383.0, 87.0]]","[[196.0, 237.0, 225.0, 264.0]]"
"[""ulp! h-h-he's gone!"", ""let's clear out, keep! these speeches always make me nervous! our job is done, anyhow!"", ""sometimes i can't understand you, kid eternity- but you do get results!""]",[],1464_17_6,"[[5.0, 23.0, 113.0, 58.0], [109.0, 20.0, 299.0, 77.0], [112.0, 73.0, 248.0, 147.0]]",[],"[[36.0, 98.0, 45.0, 105.0], [270.0, 99.0, 308.0, 138.0], [139.0, 172.0, 191.0, 230.0]]"
