img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
bp_0_155_2,"[""<GREET fool!> <INFORM i don't need my soni-claw to defeat the likes of you!>""]",[],"[[233.0, 3.0, 405.0, 93.0]]",[],"[[314.0, 216.0, 351.0, 257.0]]"
bp_0_156_3,"[""<INFORM face it, avenger-- you're wearing down!> <INFORM not even your android body can withstand constant pounding sound assaults!>"", '<WHY_QUESTION perhabs --but how long can you sustain such and energy output?>']",['holding action...'],"[[3.0, 312.0, 251.0, 392.0], [260.0, 300.0, 379.0, 392.0]]","[[2.0, 0.0, 180.0, 17.0]]","[[101.0, 47.0, 158.0, 100.0], [182.0, 40.0, 236.0, 79.0]]"
bp_0_157_0,"['<INFORM as you can see, i am qeuipped to return force for force!>', '<FEEDBACK so-- you would use my own power against me!> <INFORM i am well acquainted with the uses of sonic feedback as a defensive weapon>', '<NOT_CLASSIFIABLE ... but let us see if you can defend yourself against this!>', ""<FEEDBACK spirits of the ancestors!> <INFORM klaw's strength is more than i'd expected>""]",[],"[[7.0, 5.0, 130.0, 110.0], [4.0, 244.0, 150.0, 433.0], [325.0, 599.0, 451.0, 751.0], [279.0, 789.0, 461.0, 878.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [209.0, 492.0, 253.0, 536.0], [207.0, 488.0, 254.0, 537.0], [81.0, 614.0, 220.0, 782.0]]"
bp_0_18_0,"[""<INFORM it's vanishing into the source from which it came!> <INFORM his brain!!>"", '<INFORM he was dreaming!>', '<INFORM and we were witness to it!>']",[],"[[5.0, 6.0, 383.0, 82.0], [416.0, 7.0, 580.0, 65.0], [439.0, 86.0, 654.0, 168.0]]",[],"[[89.0, 92.0, 162.0, 177.0], [215.0, 95.0, 313.0, 194.0], [563.0, 173.0, 645.0, 261.0]]"
bp_0_19_0,"['<ORDER finish the count ya bum!>', '<WHY_QUESTION how did you wall-crawler?>', ""<INFORM never mind the count!> <INFORM i'll finish the referee, alias the foe.>"", ""<INFORM you're the only ref i know know who can only count to two.>"", ""<INFORM so enjoy the fudgy icing while you can ref>... <INFORM because you're going from a ring to a square.> <INFORM a square witch bars on it.>"", 'thanks, web-puncher these hostess cup cakes are a knockout too.']",[],"[[252.0, 7.0, 399.0, 87.0], [188.0, 204.0, 332.0, 301.0], [434.0, 6.0, 654.0, 120.0], [436.0, 128.0, 620.0, 244.0], [690.0, 7.0, 1020.0, 141.0], [997.0, 9.0, 1181.0, 136.0]]",[],"[[364.0, 147.0, 418.0, 215.0], [319.0, 237.0, 465.0, 384.0], [537.0, 215.0, 655.0, 371.0], [538.0, 216.0, 655.0, 367.0], [841.0, 127.0, 974.0, 302.0], [1030.0, 117.0, 1185.0, 306.0]]"
bp_0_20_0,"['<BACKCHANNEL oh,> <INFORM well .. I suppose I demonstrated that courage is not lacking in the twentieth century man!>', '<BACKCHANNEL huh!> <INFORM I wonder what your chances would have been had that thing regained its senses!>', ""<ORDER enough, you to!> <INFORM we've got to make the most of each.> <INFORM minute!> <INFORM there are dicisions to be made! ><INFORM there's work to be done!!>""]",['when mister little overcomes his shock...'],"[[9.0, 66.0, 308.0, 181.0], [324.0, 6.0, 539.0, 185.0], [694.0, 2.0, 968.0, 195.0]]","[[6.0, 4.0, 321.0, 53.0]]","[[215.0, 187.0, 420.0, 429.0], [544.0, 62.0, 632.0, 201.0], [975.0, 3.0, 1176.0, 326.0]]"
bp_0_21_0,"[""<INFORM that creature wouldn't be on our hands if it weren't for zanda's meddling -- and her insatiable greed!!>"", ""<NOT_CLASSIFIABLE you horrible little ant!> <NOT_CLASSIFIABLE when this is over -- i'll -- i'll --!!>"", ""<ORDER save it!> <INFORM we're gliding into africa!!>""]",[],"[[9.0, 8.0, 226.0, 139.0], [231.0, 9.0, 460.0, 71.0], [268.0, 86.0, 375.0, 183.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [117.0, 149.0, 215.0, 247.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_21_2,"[""<NOT_CLASSIFIABLE you must have read your map wrong!> <INFORM we'll crash into that mountain wall> <NOT_CLASSIFIABLE if i don't pull up the nose of this plane>"", ""<FEEDBACK no! i'm never wrong!>"", '<INFORM it is imperative that we maintain this precise altitude!>']","['suddenly, the sky is blotted out by a great wall of granite which looms in the path of the onrushing multi-plane...']","[[10.0, 275.0, 201.0, 462.0], [336.0, 318.0, 455.0, 384.0], [303.0, 385.0, 455.0, 513.0]]","[[29.0, 23.0, 406.0, 102.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_22_3,"[""<INFORM we did it, by george!> <INFORM we're alive!>"", ""<INFORM you're infallible, mister little!>""]","['mister little, as always, proves himself right! At the moment of impact, the mountain wall slides open to receive the speeding craft within a huge stone corridor...']","[[127.0, 106.0, 211.0, 196.0], [291.0, 124.0, 417.0, 203.0]]","[[4.0, 4.0, 444.0, 98.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_26_0,"['<INFORM as a collecting enthusiast, i bow to a clever but unscrupulous colleague!>', '<INFORM i lost five good mechanics before i learned the secret!>', ""<ORDER postpone the small talk! we've got to get on with the search!>""]",[],"[[7.0, 7.0, 191.0, 97.0], [59.0, 121.0, 207.0, 219.0], [338.0, 7.0, 455.0, 156.0]]",[],"[[103.0, 237.0, 170.0, 314.0], [223.0, 27.0, 291.0, 96.0], [302.0, 238.0, 464.0, 458.0]]"
bp_0_26_1,"[""<NOT_CLASSIFIABLE foolish fellow!> <INFORM you acted before i could warn you!> <INFORM king solomon's tomb is secured by complex forces>"", ""<FEEDBACK high voltage forces i'd say!> <INFORM if not for my protective gloves, i'd be dead at this moment!>""]",[],"[[9.0, 7.0, 205.0, 132.0], [240.0, 6.0, 448.0, 118.0]]",[],"[[12.0, 239.0, 118.0, 399.0], [184.0, 102.0, 319.0, 269.0]]"
bp_0_26_2,"[""<INFORM i-it's certainly dark in there-!>"", ""<INFORM i can't see a thing!>""]","['realizing the necessity for caution, the black panther slowly enters the adjoining chamber...']","[[290.0, 77.0, 458.0, 119.0], [363.0, 118.0, 436.0, 220.0]]","[[4.0, 5.0, 456.0, 65.0]]","[[105.0, 130.0, 344.0, 462.0], [103.0, 129.0, 342.0, 460.0]]"
bp_0_26_3,"[""<INFORM you fools are wasting precious time! that's and ancient wizards lock! i have one in my collection of rare artifacts!>"", ""<FEEDBACK that's fine, princess...> <YES-NO_QUESTION but, can you open it!?>"", ""<FEEDBACK a fair question...> <POLITENESS_FORMULA wouldn't you say so, my dear zanda?>""]",[],"[[17.0, 12.0, 206.0, 160.0], [302.0, 10.0, 429.0, 82.0], [344.0, 107.0, 444.0, 233.0]]",[],"[[21.0, 104.0, 101.0, 453.0], [227.0, 105.0, 302.0, 194.0], [301.0, 276.0, 397.0, 387.0]]"
bp_0_26_5,"[""<INFORM she did it!><INFORM the door is opening!><INFORM we've got it made!>"", '<ORDER well bless my stars!!><INFORM the lady is not without talent, after all!>']",[],"[[6.0, 6.0, 184.0, 85.0], [304.0, 1.0, 452.0, 128.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_27_4,"[""<ORDER it must be done!> <INFORM i've got to put this behemoth down!>""]",[],"[[293.0, 20.0, 448.0, 117.0]]",[],"[[182.0, 52.0, 299.0, 222.0]]"
bp_0_28_0,"[""<COMMIT i'll--eradicate--you!--like--vermin--!>"", '<BACKCHANNEL yeoow!!>']",['mister little backtracks slowly. then ne breaks into a run...'],"[[181.0, 41.0, 355.0, 99.0], [287.0, 102.0, 415.0, 135.0]]","[[7.0, 6.0, 455.0, 64.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_28_2,"['<NOT_CLASSIFIABLE you-! you did -- this -- to -- me--! little animal--!>', '<INFORM i-it was only meant to calm you, sir-- so we could-- heh heh --communicate-!>', ""<FEEDBACK i'm afreaid he wasn't too thrilled by that reply!>""]",[],"[[5.0, 2.0, 170.0, 113.0], [220.0, 5.0, 456.0, 86.0], [275.0, 93.0, 438.0, 192.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [136.0, 67.0, 201.0, 129.0], [136.0, 66.0, 200.0, 129.0]]"
bp_0_28_3,"[""<INFORM the odds against the black panther are formidable!> <NOT_CLASSIFIABLE if he's defeated,> <INFORM we'll be trapped here-->"", ""<COMMIT it's time to take a risk!--> <INFORM an extremely chancy risk!--> <INFORM but, it could work in our favor!>""]",[],"[[55.0, 6.0, 359.0, 79.0], [199.0, 84.0, 422.0, 202.0]]",[],"[[138.0, 165.0, 277.0, 295.0], [137.0, 164.0, 274.0, 294.0]]"
bp_0_2_1,"[""<WHY_QUESTION what's this all about>, mister little? <INFORM i didn't pursue that man> <INFORM because i sense that his capture is certain> <INFORM -- because he's a frightened stranger among us.>"", ""<FEEDBACK because he's the real mccoy my boy!> <INFORM a living warrior plucked from antiquity and transplanted this century!>""]",[],"[[5.0, 2.0, 455.0, 83.0], [229.0, 113.0, 442.0, 245.0]]",[],"[[62.0, 109.0, 199.0, 258.0], [321.0, 289.0, 427.0, 361.0]]"
bp_0_30_0,['<ORDER get down. i said!>'],[],"[[18.0, 53.0, 185.0, 113.0]]",[],"[[411.0, 199.0, 480.0, 272.0]]"
bp_0_31_0,"[""<NOT_CLASSIFIABLE fools!> <INFORM they've only exchanged one form of danger for another...>"", ""<NOT_CLASSIFIABLE bothersome--fleas--!> <INFORM you--won't--escape--this--time!>"", '<YES-NO_QUESTION got any new ideas, mister little?> <INFORM we may only have time for one more!>', ""<ORDER w-we can't die, now!><INFORM --not when we're so close to our goal-!>""]",['but there is still another danger to be reckoned with! -- perhaps a greater menace anything the ancient past could unleash...'],"[[62.0, 138.0, 228.0, 246.0], [428.0, 1.0, 619.0, 86.0], [684.0, 4.0, 881.0, 81.0], [760.0, 103.0, 881.0, 181.0]]","[[2.0, 4.0, 326.0, 99.0]]","[[3.0, 267.0, 74.0, 346.0], [268.0, 43.0, 466.0, 297.0], [684.0, 130.0, 764.0, 205.0], [857.0, 204.0, 881.0, 265.0]]"
bp_0_31_1,"[""<INFORM i'll stop him!>"", '<NOT_CLASSIFIABLE zanda!!>', '<ORDER drop it and run!>', ""<INFORM he's got a disintegrator eye in the back of his head!>""]",['princess zanda suddenly datrs from hiding. she holds a large stone high above her head...'],"[[3.0, 74.0, 74.0, 138.0], [86.0, 85.0, 177.0, 118.0], [181.0, 75.0, 238.0, 152.0], [240.0, 73.0, 418.0, 148.0]]","[[5.0, 5.0, 410.0, 66.0]]","[[23.0, 243.0, 111.0, 324.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_32_0,"['<INFORM the treasure!><COMMIT  nothing can keep me from it!>', ""<INFORM i-it's all there!>"", '<INFORM --for the taking!>', '<ORDER forget your greed!>', ""<INFORM if our friend here regains his full faculties, we're doomed!>""]","['it is a sight seen by few others in the course of passing centuries. although the survivors boasted of their claims to the marvels within the crypt, they soon joined their predecessors in death-- a fate destined for all defilers of the crypt! the black panther and his companions risk another blast to answer the irresistible attraction of the treasure...']","[[92.0, 814.0, 231.0, 920.0], [286.0, 637.0, 370.0, 711.0], [416.0, 664.0, 500.0, 739.0], [598.0, 785.0, 698.0, 861.0], [645.0, 828.0, 820.0, 923.0]]","[[4.0, 7.0, 759.0, 121.0]]","[[289.0, 827.0, 325.0, 861.0], [375.0, 706.0, 403.0, 732.0], [375.0, 706.0, 405.0, 734.0], [535.0, 786.0, 569.0, 827.0], [536.0, 789.0, 568.0, 823.0]]"
bp_0_32_1,['<INFORM Curse this thing from the ages to come!>'],"['even as it destroys the stone, the deadly disintegrating ray strikes a far wall and continues its terrifying work ...']","[[74.0, 357.0, 224.0, 443.0]]","[[5.0, 5.0, 461.0, 63.0]]","[[277.0, 399.0, 319.0, 438.0]]"
bp_0_33_0,"['<INFORM diamonds, pearls, jeweled crowns and cups of gold!> <INFORM there is enough treasure here to random a hundred kingdoms!>', '<FEEDBACK by the stars!> <INFORM each ertifact in this crypt is of priceless value!>', ""<YES-NO_QUESTION have you two gone mad!?> <YES-NO_QUESTION don't you realize that death is at our very heels!?>"", ""<INFORM we've got work to do-!>""]",[],"[[3.0, 3.0, 317.0, 102.0], [425.0, 5.0, 597.0, 129.0], [623.0, 4.0, 936.0, 76.0], [832.0, 68.0, 937.0, 128.0]]",[],"[[94.0, 91.0, 154.0, 149.0], [424.0, 122.0, 515.0, 275.0], [767.0, 53.0, 818.0, 124.0], [767.0, 52.0, 816.0, 123.0]]"
bp_0_33_3,"['<BACKCHANNEL ugh--!>', ""<ORDER let's make tracks!>""]",['a grim reminder comes a split second later! the chamber is rocked by a sharp explosion'],"[[142.0, 75.0, 216.0, 102.0], [293.0, 147.0, 380.0, 212.0]]","[[6.0, 4.0, 423.0, 63.0]]","[[79.0, 203.0, 136.0, 245.0], [372.0, 250.0, 463.0, 397.0]]"
bp_0_33_4,"[""<INFORM i-it ins't fair! that thing will destroy everything!>"", '<FEEDBACK not if we can find the twin to the brass frog mister little carries on his person!>']","['assisting hiw two stunned companions, the black panther retreats inte the inner recesses of the treasure chamber...']","[[45.0, 78.0, 202.0, 142.0], [244.0, 75.0, 446.0, 161.0]]","[[10.0, 6.0, 458.0, 65.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_34_0,"['<INFORM we did it none too soon! there were only seconds to spare!>', '<INFORM flashing comets!! this was too close for comfort!!>', '<INFORM our lives meant nothing to him! we would have died like insects!>', ""<CLOSE let's face it. the man belonged to another time-- another place--! let's hope that he stays there!>""]",[],"[[6.0, 8.0, 176.0, 102.0], [4.0, 126.0, 109.0, 250.0], [186.0, 2.0, 349.0, 124.0], [392.0, 4.0, 620.0, 143.0]]",[],"[[47.0, 323.0, 201.0, 477.0], [47.0, 323.0, 201.0, 471.0], [134.0, 140.0, 218.0, 238.0], [359.0, 69.0, 490.0, 236.0]]"
bp_0_35_2,"[""<INFORM he's not going to make it!> <INFORM our only chance may be to run!>"", '<WHY_QUESTION what are you up to now!?>', ""<INFORM i'm testing another of these objects!> <ORDER don't interfere, princess zanda!>""]",[],"[[1.0, 1.0, 183.0, 79.0], [100.0, 80.0, 209.0, 181.0], [197.0, 2.0, 439.0, 95.0]]",[],"[[12.0, 103.0, 118.0, 225.0], [9.0, 102.0, 118.0, 223.0], [158.0, 94.0, 353.0, 318.0]]"
bp_0_35_3,['<FEEDBACK poor girl!> <INFORM no wonder shes shy and retiring!\t>'],[],"[[37.0, 26.0, 318.0, 129.0]]",[],"[[114.0, 296.0, 304.0, 554.0]]"
bp_0_36_0,"[""<YES-NO_QUESTION hasn't it sunk into your clouded minds that this plice is one big mine field?!!> <INFORM each ornament here may strike us with lethal force at any given moment!>"", '<ORDER each of us must help the others keep their head!>']",[],"[[9.0, 6.0, 366.0, 217.0], [289.0, 62.0, 387.0, 202.0]]",[],"[[85.0, 79.0, 314.0, 311.0], [85.0, 79.0, 314.0, 308.0]]"
bp_0_36_4,"[""<ORDER see here, young fellow!> <INFORM you've no right to snatch that artifact!> <INFORM it's mine -- by right of possession!>"", '<INFORM you two collectors have meddled enough with the objects in this tomb!>']",[],"[[5.0, 4.0, 171.0, 154.0], [284.0, 3.0, 425.0, 130.0]]",[],"[[12.0, 203.0, 195.0, 376.0], [203.0, 24.0, 304.0, 166.0]]"
bp_0_37_2,"[""<FEEDBACK yes, that's so!> <INFORM abner little is prone to the collector's syndrone but he does keep his word!>"", '<INFORM well, i made no such promise!> <INFORM i claim them as mine!>']",[],"[[4.0, 5.0, 191.0, 123.0], [200.0, 8.0, 403.0, 82.0]]",[],"[[14.0, 131.0, 148.0, 283.0], [290.0, 61.0, 403.0, 171.0]]"
bp_0_38_0,"['<INFORM there!> <INFORM it can be nothing more than the chariot itself!> <COMMIT if we can make it work...!>', '<FEEDBACK why not!> <INFORM everything works only too well in this tomb!>']","['with no choice but to blindly seek escape, the black panther obeys mister little and finds the chamber...']","[[4.0, 71.0, 176.0, 192.0], [229.0, 63.0, 444.0, 124.0]]","[[3.0, 3.0, 512.0, 58.0]]","[[50.0, 245.0, 95.0, 291.0], [168.0, 119.0, 215.0, 149.0]]"
bp_0_38_1,"[""<ORDER don't crowd me, mister little!> <INFORM i don't know what this thing can do!>"", '<INFORM if i push the wrong button, i could possibly blow us and this wagon to kingdom come!>', '<INFORM however, time is short!> <INFORM here we go!!>']",[],"[[5.0, 5.0, 148.0, 139.0], [183.0, 7.0, 424.0, 101.0], [311.0, 116.0, 431.0, 257.0]]",[],"[[34.0, 107.0, 309.0, 432.0], [37.0, 111.0, 308.0, 431.0], [37.0, 111.0, 308.0, 431.0]]"
bp_0_38_3,"['<INFORM the ancient builders were too proud to leave an inoperable object behind them!> <INFORM this thing is ready to run!> <INFORM i can sense it!>', '<INFORM there are just two hand bars with a button on each...>', '<ORDER push one of the buttons!>']",[],"[[11.0, 3.0, 222.0, 131.0], [259.0, 5.0, 424.0, 95.0], [313.0, 101.0, 424.0, 162.0]]",[],"[[24.0, 168.0, 108.0, 274.0], [212.0, 133.0, 293.0, 244.0], [348.0, 170.0, 421.0, 269.0]]"
bp_0_39_0,"[""<INFORM i pay my army of servitors well!> <INFORM they are always on hand when they're needed!>"", '<NOT_CLASSIFIABLE you-you scheming female!> <INFORM you intended to hijack whatever we found in the burial chamber!>']",[],"[[10.0, 0.0, 296.0, 81.0], [200.0, 90.0, 415.0, 207.0]]",[],"[[19.0, 55.0, 111.0, 156.0], [193.0, 267.0, 387.0, 430.0]]"
bp_0_3_3,"[""<ORDER but you must see this through, my friend!> <INFORM i don't intend to keep the brass frog.> <INFORM it must be returned to its original resting place--king solomon's burial chamber!!>"", ""<WHY_QUESTION w-what!?> <FEEDBACK you've gone crazy, mister little!> <INFORM an army of fools has died following that fairy tale!!>""]",[],"[[12.0, 9.0, 311.0, 131.0], [275.0, 246.0, 457.0, 366.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_3_4,['<INFORM ah i feel better already!> <INFORM now for a brisk walk to calm my jangled nerves!>'],[],"[[16.0, 35.0, 328.0, 160.0]]",[],"[[187.0, 233.0, 254.0, 295.0]]"
bp_0_40_0,"['<YES-NO_QUESTION is something wrong with the chariot?>', ""<FEEDBACK yes...><WHY_QUESTION what's all this pushing and shoving about?> <YES-NO_QUESTION have you gone mad!?>"", ""<INFORM this old tub is making engine noises i don't like!> <ORDER now follow the princess!> <CLOSE there's not much time!>""]",[],"[[283.0, 12.0, 465.0, 94.0], [520.0, 30.0, 703.0, 152.0], [716.0, 10.0, 881.0, 179.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [425.0, 104.0, 517.0, 205.0], [673.0, 265.0, 780.0, 353.0]]"
bp_0_40_3,"['<FEEDBACK this is some kinda trick!>', '<INFORM if what i suspect is true... this may be my last one!>']",[],"[[4.0, 19.0, 90.0, 125.0], [140.0, 4.0, 328.0, 81.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [186.0, 96.0, 245.0, 174.0]]"
bp_0_41_0,"[""<INFORM i've had a fantastic time in your company, mister little, but i think it's time that i moved on to other pursuits.>"", ""<YES-NO_QUESTION does princess zanda know that you're checking out of these plush diggings?>""]","['days later, at the royal palace in the exotic capital of narobia...']","[[397.0, 7.0, 642.0, 100.0], [684.0, 7.0, 864.0, 93.0]]","[[8.0, 4.0, 215.0, 79.0]]","[[229.0, 0.0, 359.0, 51.0], [581.0, 134.0, 640.0, 199.0]]"
bp_0_42_0,"['<INFORM hundreds of years ago, his clan was driven into exile to an area so remote it was not discovered until this day!> <INFORM the capture of the samurai by one of my raiding parties revealed what the collectors have always suspected!>', ""<FEEDBACK the collectors, eh?> <ORDER stop right there!> <INFORM i'll have no part in your schemes!>"", '<ORDER silence!>']",[],"[[12.0, 7.0, 277.0, 176.0], [303.0, 11.0, 431.0, 145.0], [319.0, 183.0, 429.0, 212.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [116.0, 177.0, 217.0, 311.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_42_3,"[""<INFORM i'm not in the mood to listen to anything...> <INFORM except the word goodbye!>"", ""<INFORM i've had all i can take of this place!>"", ""<FEEDBACK not yet, panther!> <INFORM we didn't test you without reason!> <ORDER you will stay and listen to us!>"", '<INFORM that was a real samurai you fought!> <INFORM his kind still exists!>']",[],"[[1.0, 3.0, 186.0, 104.0], [17.0, 111.0, 182.0, 187.0], [199.0, 4.0, 423.0, 86.0], [255.0, 87.0, 421.0, 177.0]]",[],"[[3.0, 192.0, 103.0, 400.0], [3.0, 193.0, 100.0, 398.0], [194.0, 183.0, 273.0, 291.0], [335.0, 210.0, 421.0, 303.0]]"
bp_0_43_1,"['<NOT_CLASSIFIABLE very well...> <INFORM i shall leave you to your silly old map!> <CLOSE goodbye, mister little!>', '<FEEDBACK wait, black panther!> <INFORM this map is authentic!> <INFORM the samurai city is not a myth!>']",[],"[[7.0, 8.0, 233.0, 81.0], [283.0, 25.0, 429.0, 180.0]]",[],"[[109.0, 72.0, 194.0, 210.0], [342.0, 170.0, 407.0, 234.0]]"
bp_0_45_1,"[""<ORDER and if you intend to include me in your plans, i'd advise you to forget it!>"", ""<INFORM as a leader of your people you should learn more about the uses of power, t'challa!>""]",[],"[[4.0, 6.0, 263.0, 113.0], [281.0, 7.0, 460.0, 150.0]]",[],"[[106.0, 52.0, 174.0, 127.0], [269.0, 67.0, 339.0, 140.0]]"
bp_0_45_3,"[""<INFORM it's real enough! this samurai's body will soon join the other oddities that grace my collection!>"", '<NOT_CLASSIFIABLE cold blooped female!!>']",[],"[[20.0, 8.0, 261.0, 101.0], [311.0, 8.0, 425.0, 71.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_45_4,"[""<INFORM it's your weird band of collectors who should be kept as curiousities in these tanks!> <INFORM you're no longer human!>"", ""<BACKCHANNEL oh,> <INFORM we're human,> <FEEDBACK all right!> <INFORM none of us look forward to eventual death!>""]",[],"[[16.0, 6.0, 269.0, 115.0], [293.0, 6.0, 451.0, 137.0]]",[],"[[106.0, 169.0, 233.0, 312.0], [249.0, 119.0, 371.0, 220.0]]"
bp_0_46_2,"['<INFORM i can do that --with one such as you!>', '<YES-NO_QUESTION can you??><YES-NO_QUESTION can you really give, instead of take!?>']",[],"[[4.0, 3.0, 173.0, 74.0], [222.0, 6.0, 421.0, 83.0]]",[],"[[46.0, 87.0, 220.0, 456.0], [189.0, 86.0, 453.0, 452.0]]"
bp_0_48_0,"['<INFORM i speak of a first strike, panther!> <INFORM i speak of a nuclear attack which will your peace lovers off the world map!>', '<YES-NO_QUESTION y-you would dare resort to this!?>', '<ORDER take it from abner little, young fellow--> <INFORM zanda will stop at nothing to get what she wants>']","[""to t'challa's astonishment, a great missile rises from its silo...""]","[[27.0, 38.0, 267.0, 171.0], [333.0, 47.0, 505.0, 135.0], [552.0, 34.0, 811.0, 141.0]]","[[2.0, 3.0, 753.0, 34.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_48_1,"['<INFORM this is the true meaning of power!> <INFORM as ruler of an oil-rich emirate, i have the means to enforce my every wish!>', '<ORDER do my bidding-->', '<NOT_CLASSIFIABLE --or the wakandas cease to exist!!>', '<INFORM my people ... held hostage -- by a group of mad collectors!> <INFORM a strange destiny indeed!>']",[],"[[20.0, 11.0, 299.0, 101.0], [182.0, 110.0, 289.0, 155.0], [169.0, 161.0, 294.0, 239.0], [324.0, 165.0, 465.0, 322.0]]",[],"[[67.0, 187.0, 130.0, 257.0], [67.0, 186.0, 130.0, 256.0], [68.0, 184.0, 129.0, 253.0], [271.0, 392.0, 367.0, 484.0]]"
bp_0_48_2,"['<WHY_QUESTION and you, mister little?!> <POLITENESS_FORMULA most noble friend and companion...> <YES-NO_QUESTION you knew about this!!?>', ""<ORDER do it, panther!> <NOT_CLASSIFIABLE not because you have no choice..> <ORDER do it because men say it can't be done!>"", '<NOT_CLASSIFIABLE you and i shall seek and find the water of immortality!!>']",[],"[[2.0, 2.0, 310.0, 101.0], [232.0, 84.0, 459.0, 223.0], [186.0, 219.0, 305.0, 404.0]]",[],"[[0.0, 89.0, 162.0, 478.0], [285.0, 231.0, 467.0, 513.0], [287.0, 234.0, 461.0, 514.0]]"
bp_0_49_4,"[""<ORDER but as long as we're commited, let us make the most of this bold venture!>"", '<BACKCHANNEL huh!> <FEEDBACK a flight to nowhere -- a land of old stones and bones!>']",[],"[[7.0, 8.0, 221.0, 106.0], [264.0, 6.0, 444.0, 100.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_4_0,['<INFORM i -- i think he intends to snatch this copter out of the air!!>'],['the pursuer closes rapidly with his prey! huge doors open in the mouth of the mystery plane...'],"[[243.0, 516.0, 471.0, 640.0]]","[[3.0, 5.0, 266.0, 108.0]]","[[547.0, 498.0, 694.0, 631.0]]"
bp_0_50_3,"[""<WHY_QUESTION wh-what's happening!?> <INFORM this craft has suddenly become as hot as a furnace!>"", '<ORDER look trough the window!!>', ""<INFORM we're on fire!!>""]",[],"[[4.0, 6.0, 197.0, 148.0], [222.0, 3.0, 331.0, 102.0], [371.0, 18.0, 449.0, 85.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
bp_0_51_0,"[""<ORDER see here, collector!> <INFORM i'm cold and wet and miserable--and scarcely in the mood for further conversation!>"", ""<BACKCHANNEL ulp!!> <INFORM y-you dont't--understand--!>""]",[],"[[14.0, 8.0, 185.0, 168.0], [264.0, 9.0, 452.0, 66.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [207.0, 101.0, 379.0, 267.0]]"
bp_0_52_2,"[""<YES-NO_QUESTION don't you see?!>"", ""<INFORM we're not alone!>"", '<INFORM there are others here!!>', '<INFORM by the great panther totem!!>']",[],"[[4.0, 3.0, 92.0, 77.0], [100.0, 19.0, 215.0, 91.0], [104.0, 94.0, 211.0, 194.0], [255.0, 6.0, 448.0, 81.0]]",[],"[[3.0, 94.0, 97.0, 270.0], [3.0, 95.0, 95.0, 268.0], [3.0, 93.0, 95.0, 268.0], [303.0, 87.0, 454.0, 253.0]]"
bp_0_54_0,"[""<BACKCHANNEL uughh!><INFORM i-i'm free -!>"", '<INFORM that took every ounce of my strength!><INFORM but, it worked!>']",[],"[[747.0, 7.0, 858.0, 77.0], [764.0, 335.0, 938.0, 426.0]]",[],"[[862.0, 213.0, 936.0, 287.0], [862.0, 213.0, 935.0, 283.0]]"
bp_0_54_3,"[""<FEEDBACK my head!!> <INFORM he'll twist it completely off my shoulders----if i don't use it-- now!!>""]",[],"[[37.0, 9.0, 451.0, 92.0]]",[],"[[163.0, 105.0, 407.0, 252.0]]"
bp_0_55_3,"[""<INFORM he's stopped in his tracks -- but he won't go down!>"", '<FEEDBACK a few more shots will tell the tale!> <INFORM he must have a vital spot!>']",[],"[[127.0, 6.0, 319.0, 82.0], [327.0, 8.0, 458.0, 153.0]]",[],"[[102.0, 65.0, 172.0, 142.0], [302.0, 195.0, 409.0, 329.0]]"
