id,url,label_animals,label_climateaction,label_consequences,label_setting,label_type
735,https://pbs.twimg.com/media/D-YyNDzXUAAJfXb.jpg,No animals,Other,other extreme weather events,Residential/commercial,Photo
737,https://pbs.twimg.com/media/FGQnlP-X0AQRiix.jpg,No animals,Other,human rights,"Forest, jungle",Posters/Event invitations
738,https://pbs.twimg.com/tweet_video_thumb/ENnio2wUYAEBmpe.jpg,No animals,No climate action,other extreme weather events,"Ocean, coastal",Photo
739,https://pbs.twimg.com/media/FTw0-5sWIAEegE3.jpg,Amphibian or Reptile,No climate action,other consequences,"Ocean, coastal",Screenshot
744,https://pbs.twimg.com/media/EfRGilFUcAEFaIc.jpg,No animals,No climate action,wildfires,"Forest, jungle",Photo
745,https://pbs.twimg.com/media/Dw89_aIWkAAf_xG.jpg,No animals,Other,covid & general health,Residential/commercial,Photo
746,https://pbs.twimg.com/media/FQSeSMJVkAAW3FH.jpg,No animals,No climate action,other extreme weather events,No setting,Screenshot
747,https://pbs.twimg.com/media/EuZcHqKWYAcRg6e.jpg,No animals,No climate action,other extreme weather events,No setting,Data Visualization
748,https://pbs.twimg.com/media/FhR-JmfWIAAdz4S.jpg,No animals,Other,human rights,Indoor space,Photo
749,https://pbs.twimg.com/media/FDMpjp9XoAUfbeO.jpg,No animals,Politics,human rights,Desert,Posters/Event invitations
750,https://pbs.twimg.com/media/EFZXftxXkAE0iPA.jpg,No animals,No climate action,other extreme weather events,Outer space,Photo
753,https://pbs.twimg.com/media/E4vAzXVWUAI7gao.jpg,No animals,Other,rising temperature,Residential/commercial,Collage
767,https://pbs.twimg.com/media/FdRFti6WIAAmHRy.jpg,No animals,Other,covid & general health,Other setting,Posters/Event invitations
775,https://pbs.twimg.com/media/EMbTfg8U8AA6Zo3.jpg,No animals,Other,wildfires,Indoor space,Photo
780,https://pbs.twimg.com/media/E-P1YEQXoAUG0EP.jpg,No animals,No climate action,other consequences,No setting,Screenshot
784,https://pbs.twimg.com/media/EIIUo14X0AEqijy.jpg,No animals,No climate action,sea level rise,Other setting,Data Visualization
789,https://pbs.twimg.com/media/FQNoA2jXEAEMNjJ.jpg,No animals,No climate action,covid & general health,Other setting,Posters/Event invitations
790,https://pbs.twimg.com/media/FLO23TJXEAEaoym.jpg,No animals,No climate action,sea level rise,No setting,Data Visualization
791,https://pbs.twimg.com/media/FX4t0DgWYAYqK8B.png,No animals,No climate action,rising temperature,No setting,Infographic
792,https://pbs.twimg.com/media/Fg-Z0R7VQAEZlWc.jpg,No animals,Politics,human rights,Other setting,Posters/Event invitations
795,https://pbs.twimg.com/media/FXnqwThX0Ak6DCC.jpg,Amphibian or Reptile,No climate action,other consequences,Other setting,Infographic
797,https://pbs.twimg.com/media/Fi_DE0OXkAMHb4J.jpg,No animals,No climate action,drought,Desert,Photo
798,https://pbs.twimg.com/media/E8Xjx2lXsAErCUc.jpg,No animals,No climate action,wildfires,"Forest, jungle",Screenshot
808,https://pbs.twimg.com/media/EuZcHqZWQAIhplw.jpg,No animals,No climate action,wildfires,"Forest, jungle",Photo
809,https://pbs.twimg.com/media/FjFV7OOVIAIR-mM.jpg,No animals,No climate action,sea level rise,No setting,Meme
813,https://pbs.twimg.com/media/EwcrEuPWYAElUHl.jpg,No animals,No climate action,other extreme weather events,Outer space,Collage
817,https://pbs.twimg.com/media/FBwaqC7VQAE6AYh.jpg,No animals,No climate action,sea level rise,No setting,Data Visualization
819,https://pbs.twimg.com/media/FC-FIcpVEAIfdXo.jpg,Amphibian or Reptile,No climate action,biodiversity loss,Indoor space,Screenshot
823,https://pbs.twimg.com/media/FL7lieAXoAA-RkV.jpg,No animals,No climate action,melting ice,"Arctic, Antarctic",Screenshot
824,https://pbs.twimg.com/media/EzhsDW9VEAA5HY-.jpg,No animals,No climate action,drought,Desert,Photo
829,https://pbs.twimg.com/media/DwbuZbJW0AAhFnH.jpg,No animals,Other,biodiversity loss,No setting,Screenshot
830,https://pbs.twimg.com/media/FU-ZTB7WAAAPpbH.jpg,No animals,No climate action,rising temperature,No setting,Screenshot
833,https://pbs.twimg.com/tweet_video_thumb/FEMqCydUUAUrl0o.jpg,Land mammal,No climate action,other consequences,"Forest, jungle",Illustration
835,https://pbs.twimg.com/media/D5cQFrRV4AAFURt.png,No animals,Other,economic consequences,No setting,Screenshot
837,https://pbs.twimg.com/media/FcIUbShagAEz778.jpg,No animals,No climate action,floods,Residential/commercial,Collage
839,https://pbs.twimg.com/media/FaX4xNmUsAAUs5Z.jpg,No animals,Fossil energy,economic consequences,Industrial,Posters/Event invitations
844,https://pbs.twimg.com/media/ECvfjt2XkAEMYcG.jpg,Polar bear,No climate action,biodiversity loss,"Arctic, Antarctic",Collage
850,https://pbs.twimg.com/media/E7xWGe-WEAApqOQ.jpg,No animals,No climate action,other extreme weather events,Desert,Photo
852,https://pbs.twimg.com/media/E0EHdrwX0AAmLpx.jpg,No animals,No climate action,covid & general health,Other setting,Screenshot
853,https://pbs.twimg.com/media/FOwiF3AVgAEMSPa.jpg,No animals,No climate action,melting ice,"Arctic, Antarctic",Screenshot
858,https://pbs.twimg.com/media/FbPnyW8WIAAIHQY.jpg,No animals,No climate action,covid & general health,No setting,Data Visualization
862,https://pbs.twimg.com/media/Fw7XZOBWIAA3Opu?format=jpg&name=small,No animals,Protests,sea level rise,"Ocean, coastal",Photo
873,https://pbs.twimg.com/media/FSVkzAYXIAAg57g.jpg,No animals,Other,human rights,Other setting,Posters/Event invitations
877,https://pbs.twimg.com/media/EjVq60MUYAIT1Pt.jpg,No animals,No climate action,wildfires,"Forest, jungle",Photo
882,https://pbs.twimg.com/media/E8Yqdb0VoAIO2Hp.jpg,No animals,Other,drought,Other nature,Photo
884,https://pbs.twimg.com/media/EQewC5zUUAAeX7M.jpg,No animals,No climate action,melting ice,Other nature,Collage
898,https://pbs.twimg.com/media/Fhd4ft5UcAAaOJT.jpg,No animals,No climate action,human rights,Other setting,Screenshot
899,https://pbs.twimg.com/media/FCEXiyZXoBA7kVy.jpg,No animals,No climate action,human rights,Desert,Photo
901,https://pbs.twimg.com/media/EzhsDW-UcAE_90g.jpg,No animals,Politics,drought,Agricultural/rural,Photo
906,https://pbs.twimg.com/media/EhRFS7rVgAAp-Fa.jpg,No animals,No climate action,rising temperature,Residential/commercial,Photo
907,https://pbs.twimg.com/media/FAiOuKeWUAALhM_.jpg,No animals,No climate action,drought,Industrial,Screenshot
909,https://pbs.twimg.com/media/ERknMYbVUAATaCy.jpg,No animals,No climate action,economic consequences,Residential/commercial,Screenshot
910,https://pbs.twimg.com/media/EN2EpLqUEAEg_S-.jpg,No animals,Other,other extreme weather events,"Forest, jungle",Photo
911,https://pbs.twimg.com/media/FX2LiBGWIAEwRod.jpg,No animals,No climate action,rising temperature,No setting,Data Visualization
913,https://pbs.twimg.com/media/FYLp8NzWYAM2zMd.jpg,No animals,No climate action,covid & general health,Indoor space,Photo
915,https://pbs.twimg.com/media/ERfFmIBXkAAJ5rx.jpg,No animals,Protests,sea level rise,"Ocean, coastal",Photo
919,https://pbs.twimg.com/media/Dw89_aJWoAA6rYU.jpg,No animals,Other,covid & general health,Indoor space,Photo
927,https://pbs.twimg.com/media/EhkM_b0X0AIT1tk.jpg,No animals,No climate action,wildfires,"Forest, jungle",Photo
933,https://pbs.twimg.com/media/FSkaDdCXEAEvbcj.jpg,No animals,No climate action,drought,Desert,Photo
935,https://pbs.twimg.com/media/E4qEaLHX0AUJ_r5.jpg,Fish,Other,other consequences,"Ocean, coastal",Posters/Event invitations
937,https://pbs.twimg.com/media/ECk0yp8XkAAr3YQ.jpg,No animals,No climate action,melting ice,Outer space,Data Visualization
938,https://pbs.twimg.com/media/FlO1hweX0AgsBTP.jpg,No animals,No climate action,economic consequences,Other setting,Data Visualization
939,https://pbs.twimg.com/media/E5K4LvLXEAQjZUz.jpg,No animals,Politics,wildfires,Indoor space,Photo
941,https://pbs.twimg.com/media/FkELxi5XEAILD4Q.jpg,No animals,No climate action,melting ice,"Arctic, Antarctic",Photo
942,https://pbs.twimg.com/media/Dw89_aHWkAEyhG_.jpg,No animals,Other,covid & general health,Indoor space,Photo
943,https://pbs.twimg.com/media/EAFI5-ZXUAEVVnK.jpg,No animals,No climate action,human rights,No setting,Screenshot
944,https://pbs.twimg.com/media/FYlzXrmVEAEodhr.jpg,No animals,No climate action,drought,Desert,Screenshot
945,https://pbs.twimg.com/card_img/1686374864779661312/bb58XSKs?format=jpg&name=orig,No animals,No climate action,economic consequences,Other setting,Photo
949,image url no longer available,No animals,Protests,drought,No setting,Screenshot
958,https://pbs.twimg.com/card_img/1686048860043362304/ZCBNQJk7?format=jpg&name=orig,No animals,No climate action,economic consequences,Other setting,Illustration
959,https://pbs.twimg.com/media/FacqPiPacAA-j8_.jpg,No animals,No climate action,wildfires,"Forest, jungle",Infographic
960,https://pbs.twimg.com/media/EHACGWuXkAE7xf8.jpg,No animals,No climate action,other consequences,Other nature,Photo
963,image url no longer available,No animals,Protests,drought,No setting,Screenshot
965,https://pbs.twimg.com/media/EzgEvbkWEAAtPAZ.jpg,No animals,No climate action,economic consequences,Other setting,Posters/Event invitations
967,https://pbs.twimg.com/media/EAkW3B3XoAA1CDX.jpg,No animals,No climate action,melting ice,"Arctic, Antarctic",Photo
973,https://pbs.twimg.com/media/E8VRplQXMAMLpHu.jpg,No animals,Other,floods,Residential/commercial,Posters/Event invitations
975,https://pbs.twimg.com/media/Eh-6tGbUcAA5eVN.jpg,No animals,Politics,wildfires,"Forest, jungle",Photo
977,https://pbs.twimg.com/media/ENNBCpBXkAAkggX?format=jpg&name=small,No animals,No climate action,melting ice,Other nature,Collage
982,https://pbs.twimg.com/media/EhjyNaVXgAERjNW.jpg,No animals,No climate action,wildfires,"Forest, jungle",Photo
984,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ_tUIJzvsfC2vYKB0pMNZG851HD8VUb_pOnLVBnznqnh8UDbRa,No animals,No climate action,sea level rise,Other setting,Data Visualization
985,https://pbs.twimg.com/media/FGV4yPiXIAElwYY.png,No animals,No climate action,human rights,Other setting,Data Visualization
987,https://pbs.twimg.com/media/E8my3jOVIAAkpP9.jpg,Pets,No climate action,wildfires,Indoor space,Illustration
992,https://pbs.twimg.com/media/Fa71Hf1WAAEOlf2.jpg,No animals,No climate action,wildfires,"Forest, jungle",Photo
995,https://pbs.twimg.com/media/FhNpAK4XEAgKVI2.jpg,No animals,Politics,human rights,Other nature,Meme
1002,https://pbs.twimg.com/media/FgdqHzDXoAE5Fwk.jpg,No animals,No climate action,covid & general health,Indoor space,Photo
1005,https://pbs.twimg.com/media/FTwv_gxWQAMwbsj.jpg,Sea mammal,No climate action,other consequences,"Ocean, coastal",Screenshot
1010,https://pbs.twimg.com/media/FQSeRzxUYAM_Rfk.jpg,No animals,No climate action,other extreme weather events,No setting,Screenshot
1012,https://pbs.twimg.com/media/E4F-DcwVkA8KljQ.jpg,No animals,No climate action,economic consequences,Industrial,Posters/Event invitations
1021,https://pbs.twimg.com/media/EAFI5-XWsAAn_U9.jpg,No animals,No climate action,other consequences,No setting,Screenshot
1022,https://pbs.twimg.com/media/EMbTfg8UcAAntjI.jpg,No animals,Other,wildfires,Indoor space,Photo
1026,https://pbs.twimg.com/media/EbAMfFdXQAAcJ0K.jpg,No animals,No climate action,rising temperature,No setting,Data Visualization
1027,https://pbs.twimg.com/media/Fj7EbObaUAELEjw.png,Amphibian or Reptile,No climate action,biodiversity loss,Other setting,Infographic
1033,https://pbs.twimg.com/media/EhhUS_JVoAElufJ.jpg,No animals,No climate action,wildfires,Residential/commercial,Photo
